country,date,msci_index,msci_ret_weekly,n_obs,msci_vol_annual,debt_lt,debt_st,debt_total,default_barrier,OVX,country_clean,cds_spread,rf,lambda,theta,delta,country_lower,oil_exporter,sp_rating,scale_rating,lam_ovx,pd_m1,dd_m1,pd_m3,dd_m3,spread_m1,spread_m3,dd_diff
Saudi Arabia,2019-06-14,1013.174,0.052650349056759,5,0.160126129289038,36500000000.0,0.0,36500000000.0,18250000000.0,42.89,saudi arabia,90.14,0.02,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7557296564513525,50.0,0.004000000000000008,2.6520698079021954,0.0138,2.2029254998950907,4.80576923262063,16.62893920817044,-0.4491443080071047
Saudi Arabia,2019-06-21,1005.035,-0.0080656107696279,5,0.1601523618184042,36500000000.0,0.0,36500000000.0,18250000000.0,42.13,saudi arabia,86.17999,0.0195,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7562162748831347,50.0,0.004000000000000008,2.6520698079021954,0.0123,2.2476267557951384,4.80576923262063,14.814733856844468,-0.404443052107057
Saudi Arabia,2019-06-28,991.559,-0.0134991937686716,5,0.1605442035169426,36500000000.0,0.0,36500000000.0,18250000000.0,39.46,saudi arabia,85.2,0.0192,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7634963815171947,50.0,0.004000000000000008,2.6520698079021954,0.0139,2.2000971929998947,4.80576923262063,16.749944764379258,-0.4519726149023007
Saudi Arabia,2019-07-05,996.064,0.0045330605595712,5,0.1590377468333663,36500000000.0,0.0,36500000000.0,18250000000.0,34.7,saudi arabia,80.21999,0.0197999999999999,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.735623799045309,50.0,0.004000000000000008,2.6520698079021954,0.0132,2.2202765609095434,4.80576923262063,15.903059575240352,-0.431793246992652
Saudi Arabia,2019-07-12,1010.626,0.0145137072692692,5,0.1582186072754783,36500000000.0,0.0,36500000000.0,18250000000.0,30.39,saudi arabia,77.81999,0.0196,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7205991413852506,50.0,0.003999999999999999,2.652069807902196,0.0155,2.15707270447901,4.80576923262063,18.68703000630493,-0.4949971034231857
Saudi Arabia,2019-07-19,1018.104,0.0073721331749892,5,0.1579324678287105,36500000000.0,0.0,36500000000.0,18250000000.0,34.84,saudi arabia,74.34999,0.0194,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7153723890260437,50.0,0.004000000000000008,2.6520698079021954,0.0107,2.3008519653402133,4.80576923262063,12.881393659973742,-0.3512178425619821
Saudi Arabia,2019-07-26,993.019,-0.0249475551928907,5,0.1598166521424525,36500000000.0,0.0,36500000000.0,18250000000.0,32.29,saudi arabia,71.89999,0.02,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.749995991943646,50.0,0.00400000000000001,2.652069807902195,0.0133,2.2173380441467176,4.80576923262063,16.024021220355493,-0.4347317637554773
Saudi Arabia,2019-08-02,973.351,-0.0200050406852566,5,0.1604783525322274,36500000000.0,0.0,36500000000.0,18250000000.0,35.56,saudi arabia,73.40999,0.0185,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7622714315680166,50.0,0.00400000000000001,2.652069807902195,0.0123,2.2476267557951384,4.80576923262063,14.814733856844468,-0.40444305210705656
Saudi Arabia,2019-08-09,959.722,-0.0141010979232289,5,0.1608364445310418,36500000000.0,0.0,36500000000.0,18250000000.0,35.14,saudi arabia,77.31,0.0178,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.7689398866095694,50.0,0.00400000000000001,2.652069807902195,0.014,2.197286376641052,4.80576923262063,16.87095764220315,-0.45478343126114273
Saudi Arabia,2019-08-16,959.773,5.313897667046639e-05,5,0.1557527923355891,36500000000.0,0.0,36500000000.0,18250000000.0,35.02,saudi arabia,77.31,0.0171,0.03999693277997,-0.0236461333523521,0.0639897745040791,saudi arabia,1.0,A,2.675921598455476,50.0,0.004000000000000008,2.6520698079021954,0.0142,2.191716272671173,4.80576923262063,17.113005366241467,-0.4603535352310222
