date,fx_ticker,fx_level,r_fx
2023-05-19,USDMXN_Curncy,17.7859,0.0108935448119207
2023-05-26,USDMXN_Curncy,17.626,-0.00903092388453386
2023-06-02,USDMXN_Curncy,17.5559,-0.0039850089260316
2023-06-09,USDMXN_Curncy,17.2818,-0.0157361511338316
2023-06-16,USDMXN_Curncy,17.0886,-0.0112423500966954
2023-06-23,USDMXN_Curncy,17.1746,0.0050199736510832
2023-06-30,USDMXN_Curncy,17.1248,-0.00290384292401935
2023-07-07,USDMXN_Curncy,17.1469,0.00128969400778267
2023-07-14,USDMXN_Curncy,16.7529,-0.0232460216423411
2023-07-21,USDMXN_Curncy,16.9884,0.0139593805928993
2023-07-28,USDMXN_Curncy,16.687,-0.0179007850415491
2023-08-04,USDMXN_Curncy,17.0802,0.0232899247289748
2023-08-11,USDMXN_Curncy,17.0079,-0.00424195589751042
2023-08-18,USDMXN_Curncy,17.0559,0.0028182429306165
2023-08-25,USDMXN_Curncy,16.7476,-0.018241220503934
2023-09-01,USDMXN_Curncy,17.0892,0.0201917206083326
2023-09-08,USDMXN_Curncy,17.5946,0.0291453517527143
2023-09-15,USDMXN_Curncy,17.0784,-0.0297775296264708
2023-09-22,USDMXN_Curncy,17.2014,0.0071762686983341
2023-09-29,USDMXN_Curncy,17.4227,0.0127831778176364
2023-10-06,USDMXN_Curncy,18.1655,0.0417502370819389
2023-10-13,USDMXN_Curncy,18.0895,-0.00419253131005304
2023-10-20,USDMXN_Curncy,18.2378,0.00816470389129487
2023-10-27,USDMXN_Curncy,18.1142,-0.00680020226122169
2023-11-03,USDMXN_Curncy,17.4652,-0.0364858314078131
2023-11-10,USDMXN_Curncy,17.6465,0.0103271337643136
2023-11-17,USDMXN_Curncy,17.2319,-0.0237751461916416
2023-11-24,USDMXN_Curncy,17.1136,-0.00688884819489966
2023-12-01,USDMXN_Curncy,17.1881,0.0043438148630135
2023-12-08,USDMXN_Curncy,17.3471,0.0092080615398018
2023-12-15,USDMXN_Curncy,17.2061,-0.00816137333985356
2023-12-22,USDMXN_Curncy,16.9753,-0.0135046257711449
2023-12-29,USDMXN_Curncy,16.972,-0.000194418997115697
2024-01-05,USDMXN_Curncy,16.8792,-0.00548283266029737
2024-01-12,USDMXN_Curncy,16.8683,-0.000645973798298005
2024-01-19,USDMXN_Curncy,17.0847,0.0127472052690951
2024-01-26,USDMXN_Curncy,17.1615,0.00448517667639292
