treatment_group,treatment_size,beta,pval,n_obs,is_true
"Abu Dhabi,Brazil,Philippines",3,0.019362719201733068,0.44010141709327555,9129,False
"Abu Dhabi,Brazil,Qatar",3,0.004326065449965141,0.8446054571798771,9129,False
"Abu Dhabi,Brazil,Saudi Arabia",3,-0.013783782928598465,0.5629533844297452,9129,False
"Abu Dhabi,Brazil,South Africa",3,-0.01432678715444568,0.5500058864126329,9129,False
"Abu Dhabi,Brazil,South Korea",3,-0.016512267702320088,0.5015828900069379,9129,False
"Abu Dhabi,Brazil,Thailand",3,-0.013487346270908872,0.5701781096163954,9129,False
"Abu Dhabi,Brazil,Turkey",3,-0.03533581284180618,0.2690206488680238,9129,False
"Abu Dhabi,Chile,China",3,-0.008630628972893753,0.7328290250521639,9129,False
"Abu Dhabi,Chile,Colombia",3,0.04611388774502345,0.18500638829305216,9129,False
"Abu Dhabi,Chile,Dubai",3,-0.022959510864632503,0.44522027965643285,9129,False
"Abu Dhabi,Chile,Egypt",3,-0.02196346003372058,0.4591922879027046,9129,False
"Abu Dhabi,Chile,Indonesia",3,0.01897226895153097,0.4435886177510966,9129,False
"Abu Dhabi,Chile,Malaysia",3,0.03683779789805749,0.22875972763714292,9129,False
"Abu Dhabi,Chile,Mexico",3,0.03562032649557758,0.23671680336320655,9129,False
"Abu Dhabi,Chile,Philippines",3,0.023058301303385372,0.3707418424946092,9129,False
"Abu Dhabi,Chile,Qatar",3,0.008021647551617423,0.7316391596374228,9129,False
"Abu Dhabi,Chile,Saudi Arabia",3,-0.010088200826946187,0.6941884054865781,9129,False
"Abu Dhabi,Chile,South Africa",3,-0.0106312050527934,0.6803572370103037,9129,False
"Abu Dhabi,Chile,South Korea",3,-0.012816685600667801,0.6278200066530233,9129,False
"Abu Dhabi,Chile,Thailand",3,-0.009791764169256586,0.7018690615257459,9129,False
"Abu Dhabi,Chile,Turkey",3,-0.031640230740153895,0.3505861733785447,9129,False
"Abu Dhabi,China,Colombia",3,0.016849746568358047,0.6694746038703943,9129,False
"Abu Dhabi,China,Dubai",3,-0.05222365204129785,0.0039881219068893525,9129,False
"Abu Dhabi,China,Egypt",3,-0.0512276012103859,0.004088773879577401,9129,False
"Abu Dhabi,China,Indonesia",3,-0.0102918722251344,0.6739050381577014,9129,False
"Abu Dhabi,China,Malaysia",3,0.007573656721392102,0.8240699694327955,9129,False
"Abu Dhabi,China,Mexico",3,0.006356185318912155,0.8489507136891734,9129,False
"Abu Dhabi,China,Philippines",3,-0.006205839873280047,0.8149701688896349,9129,False
"Abu Dhabi,China,Qatar",3,-0.021242493625048,0.27943220685600556,9129,False
"Abu Dhabi,China,Saudi Arabia",3,-0.0393523420036116,0.013706964166794844,9129,False
"Abu Dhabi,China,South Africa",3,-0.039895346229458825,0.012514712533716388,9129,False
"Abu Dhabi,China,South Korea",3,-0.042080826777333234,0.00892984436297306,9129,False
"Abu Dhabi,China,Thailand",3,-0.039055905345922036,0.014419976654536315,9129,False
"Abu Dhabi,China,Turkey",3,-0.06090437191681936,0.004403704977256284,9129,False
