COUNTRY,INDICATOR,FREQUENCY,SCALE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Belgium,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-0.08,0.233,-0.044,-1.864,-0.239,-2.715,0.24,0.067,-1.095,-5.448,-4.133,-4.441,-4.348,-3.164,-3.175,-2.475,-2.431,-0.763,-1.048,-2.048,-9.035,-5.402,-3.62,-4.096,-4.52
Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),Current account balance (credit less debit) - Percent of GDP,Annual,Units,2.979,3.491,3.391,4.276,4.089,3.804,4.217,3.444,2.857,3.946,4.745,3.911,3.991,4.79,4.885,5.273,4.825,4.508,4.285,4.436,4.986,6.733,6.527,5.517,6.485
Denmark,Structural balance - General government - Percent,Annual,Units,-0.993,-0.147,2.373,2.478,1.022,2.405,1.677,1.888,1.002,-0.874,-1.593,-0.591,-0.391,-0.873,0.973,0.738,-0.385,0.088,0.392,1.07,0.834,-0.507,1.8,2.457,2.668
Other Advanced Economies (Advanced Economies excluding G7 and Euro Area countries),Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.784,0.381,-0.182,-0.123,0.592,1.946,2.676,3.459,2.024,-1.194,-0.427,0.206,0.238,0.137,0.15,-0.04,0.479,1.168,1.134,-0.135,-4.711,-1.113,0.671,-0.149,-0.51
Italy,Gross national savings - Percent of GDP,Annual,Units,21.052,21.459,21.556,20.796,21.162,20.646,20.891,21.258,19.316,17.881,17.574,17.935,17.769,18.036,18.831,18.524,20.172,20.609,21.162,21.521,21.66,24.101,22.873,23.065,23.483
San Marino,Expenditure - General government - Percent of GDP,Annual,Units,,,,,18.975,19.33,19.655,20.653,22.032,24.837,24.363,25.376,30.576,30.16,23.732,26.293,23.436,25.566,24.507,22.449,59.178,37.088,21.663,21.678,21.007
San Marino,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,,,,,59313.405,61150.61,64498.508,72991.531,79110.201,67011.543,60426.235,57512.891,50336.185,51986.532,51234.869,43068.693,44308.666,45887.687,49477.281,48043.86,45640.984,54733.239,53875.751,59415.472,60811.342
Italy,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,3.41,2.56,2.297,1.495,0.962,0.198,0.596,3.169,2.075,-0.873,-0.07,0.89,1.966,1.746,1.56,1.479,1.338,1.096,1.289,1.738,-6.101,-5.596,-4.177,-3.738,0.293
Italy,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1150.169,1172.049,1280.841,1582.534,1811.987,1866.013,1958.667,2222.785,2417.242,2207.085,2146.687,2306.568,2099.259,2153.259,2173.815,1845.615,1886.59,1970.027,2100.387,2019.831,1905.956,2180.657,2105.723,2305.27,2372.059
Denmark,Output gap - Percent of potential GDP,Annual,Units,2.549,1.601,0.335,-0.744,0.618,1.737,4.534,4.709,3.597,-2.037,-1.02,-0.404,-1.243,-0.897,-0.845,-0.157,1.355,2.704,2.157,1.617,-2.496,1.818,0.26,-1.133,0.125
Germany,Output gap - Percent of potential GDP,Annual,Units,1.328,1.608,0.381,-1.349,-1.28,-1.775,0.447,2.394,2.488,-3.834,-0.973,1.358,0.261,-0.809,-0.331,-0.324,0.095,1.04,0.883,0.438,-3.085,-0.762,1.315,-0.217,-1.324
Germany,Structural balance - General government - Percent,Annual,Units,-4.938,-3.525,-3.826,-2.824,-2.863,-2.444,-2.061,-1.055,-1.187,-1.089,-2.73,-1.366,-0.062,0.685,1.301,1.144,1.228,1.112,1.509,1.074,-2.954,-2.759,-1.94,-2.379,-1.97
Denmark,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,30777.178,30823.475,33304.059,40572.443,46684.835,48998.314,52213.64,58786.14,64826.681,58536.553,58240.45,61920.301,58559.563,61512.411,62700.908,53316.984,54699.182,57683.746,61456.783,59489.614,61075.932,69538.862,68122.941,68207.562,71214.061
Germany,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,24158.215,24122.365,25752.683,31074.429,35000.452,35592.346,37530.238,43021.701,47146.711,43173.674,43220.097,47621.991,44768.64,47282.485,49108.051,42109.327,43189.577,45881.456,49384.527,48177.607,47953.683,53151.541,50943.628,54793.074,56086.903
France,Population - Persons for countries / Index for country groups,Annual,Millions,60.508,60.941,61.385,61.824,62.251,62.731,63.186,63.601,63.962,64.305,64.613,64.933,65.241,65.565,66.131,66.422,66.603,66.774,66.992,67.258,67.442,67.697,68.06,68.246,68.437
Denmark,Unemployment rate,Annual,Units,4.317,4.508,4.642,5.433,5.517,4.8,3.9,3.617,2.65,4.833,6.058,5.95,6.075,5.758,4.992,4.542,4.125,4.2,3.85,3.658,4.658,3.592,2.508,2.767,2.9
France,Unemployment rate,Annual,Units,9.175,8.458,8.275,8.525,8.875,8.875,8.842,8.017,7.442,9.125,9.275,9.208,9.767,10.3,10.267,10.342,10.067,9.408,9.025,8.425,8.025,7.867,7.3,7.342,7.392
France,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,22502.094,22486.945,24295.367,29675.139,33876.29,34964.765,36685.03,41762.59,45753.56,41943.313,40988.558,44197.638,41150.451,42951.716,43277.417,36775.676,37081.496,38756.651,41539.756,40487.302,39230.928,43848.345,41095.77,44853.761,46187.295
Germany,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.06,-0.524,-1.457,-1.211,-0.9,-0.929,0.628,2.554,2.07,-0.831,-2.289,1.156,1.781,1.555,1.96,1.996,2.066,2.17,2.607,1.918,-3.916,-2.703,-1.348,-1.85,-1.802
France,Gross debt - General government - Percent of GDP,Annual,Units,59.721,59.324,61.255,65.363,66.877,68.188,65.4,65.479,69.819,84.057,86.279,88.748,91.74,94.546,96.14,96.943,98.126,98.722,98.49,98.104,114.907,112.786,111.366,109.623,113.148
France,Structural balance - General government - Percent,Annual,Units,-2.185,-2.158,-3.435,-3.76,-3.578,-3.999,-3.379,-4.204,-4.182,-5.911,-6.089,-4.839,-4.101,-3.652,-3.182,-2.351,-2.032,-2.29,-1.565,-1.434,-5.916,-5.138,-4.216,-5.291,-5.775
Germany,Population - Persons for countries / Index for country groups,Annual,Millions,81.457,81.518,81.579,81.549,81.457,81.338,81.174,80.993,80.765,80.484,80.285,80.276,80.386,80.518,80.759,81.347,81.867,82.038,82.157,82.203,82.126,81.995,82.529,83.287,83.517
Denmark,Gross national savings - Percent of GDP,Annual,Units,24.285,25.393,24.254,24.811,25.681,26.224,27.443,26.523,26.901,22.619,24.237,25.333,25.291,26.72,28.55,28.5,28.768,29.28,28.84,29.332,29.989,32.507,35.94,34.65,35.4
Germany,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-1.714,-3.125,-4.086,-3.83,-3.421,-3.371,-1.755,0.155,-0.263,-3.176,-4.421,-0.84,-0.054,0.123,0.732,0.915,1.134,1.337,1.883,1.327,-4.38,-3.167,-1.909,-2.494,-2.663
Germany,Gross national savings - Percent of GDP,Annual,Units,22.44,22.591,22.106,21.076,23.536,23.387,25.708,27.459,26.488,23.812,25.275,27.559,26.663,26.499,27.375,27.599,28.621,28.753,30.072,29.254,28.047,29.582,27.087,27.512,27.131
France,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.269,1.2,-0.536,-1.564,-1.041,-1.066,-0.282,-0.521,-0.866,-5.142,-4.866,-2.814,-2.706,-2.733,-2.468,-1.954,-1.929,-1.635,-0.607,-0.918,-7.665,-5.217,-2.861,-3.74,-3.874
Denmark,Population - Persons for countries / Index for country groups,Annual,Millions,5.33,5.349,5.368,5.384,5.398,5.411,5.427,5.447,5.476,5.511,5.535,5.561,5.581,5.603,5.627,5.66,5.707,5.749,5.781,5.806,5.823,5.84,5.873,5.933,5.961
Denmark,Gross debt - General government - Percent of GDP,Annual,Units,53.553,50.096,50.32,48.162,46.215,39.36,33.191,29.483,35.539,43.049,46.123,49.986,48.711,47.77,48.712,44.55,41.692,40.153,38.539,38.335,46.278,40.713,34.233,33.791,31.453
Denmark,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.792,1.125,0.252,0.139,2.235,5.202,5.286,5.308,3.462,-2.746,-2.521,-1.766,-3.202,-0.944,1.428,-0.895,0.302,1.689,0.81,4.283,0.363,4.121,3.389,3.43,4.459
France,Current account balance (credit less debit) - Percent of GDP,Annual,Units,1.1,1.582,1.151,0.839,0.535,0.104,0.253,-0.102,-0.694,-0.549,-0.628,-0.857,-2.131,-0.609,-0.912,-0.325,-0.528,-0.546,-0.697,0.597,-2.05,0.277,-1.416,-1.039,0.091
Denmark,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,164.043,164.881,178.788,218.422,251.988,265.15,283.387,320.213,354.977,322.621,322.346,344.316,326.793,344.631,352.833,301.759,312.182,331.611,355.293,345.402,355.631,406.11,400.115,404.652,424.525
Germany,Expenditure - General government - Percent of GDP,Annual,Units,48.057,47.653,48.244,48.514,46.972,46.867,45.309,43.54,44.425,48.309,48.129,45.29,45.101,45.163,44.508,44.486,44.731,44.54,44.651,45.533,51.114,50.669,48.609,48.146,49.428
Germany,Net debt - General government - Percent of GDP,Annual,Units,44.952,46.118,48.642,52.359,54.804,57.182,55.916,53.09,52.814,59.447,61.186,59.406,58.699,57.799,54.378,51.632,48.867,44.703,42.063,39.817,45.329,46.216,45.894,45.876,47.377
Germany,Gross debt - General government - Percent of GDP,Annual,Units,59.239,58.062,59.823,63.344,64.965,67.12,66.397,63.687,65.17,72.362,81.034,78.484,79.835,77.457,74.538,71.184,68.301,63.988,60.758,58.682,68.037,67.991,64.442,62.382,63.465
France,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-1.316,-1.416,-3.175,-4.095,-3.555,-3.505,-2.656,-2.99,-3.501,-7.383,-7.159,-5.299,-5.169,-4.936,-4.571,-3.887,-3.763,-3.365,-2.322,-2.392,-8.93,-6.584,-4.737,-5.44,-5.771
Denmark,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,4.204,2.894,2.02,1.65,3.423,6.059,5.868,5.619,3.429,-2.532,-2.143,-1.406,-2.934,-0.755,1.67,-0.511,0.491,1.52,0.394,3.954,0.051,3.7,3.048,2.572,3.708
France,Gross national savings - Percent of GDP,Annual,Units,22.961,23.098,21.855,21.491,21.9,22.015,22.939,23.467,22.77,20.167,20.709,21.642,19.698,20.911,20.923,21.392,21.07,21.635,21.914,23.623,20.751,23.724,22.604,21.919,21.611
France,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1361.56,1370.386,1491.373,1834.637,2108.835,2193.358,2317.985,2656.13,2926.483,2697.144,2648.391,2869.903,2684.706,2816.119,2861.973,2442.731,2469.726,2587.955,2782.838,2723.094,2645.806,2968.405,2796.987,3061.093,3160.902
France,Net debt - General government - Percent of GDP,Annual,Units,50.654,50.625,52.321,56.136,57.744,59.828,58.9,59.054,61.508,71.483,75.353,78.147,82.01,85.014,87.666,88.621,89.873,89.458,89.421,88.989,101.606,100.534,101.078,101.491,104.851
France,Expenditure - General government - Percent of GDP,Annual,Units,52.622,52.821,53.924,54.361,54,54.261,53.748,53.631,54.281,57.995,57.718,57.009,57.89,58.589,58.392,57.595,57.379,57.665,56.369,55.345,61.697,59.463,58.429,56.833,57.175
Denmark,Net debt - General government - Percent of GDP,Annual,Units,39.745,35.653,36.491,35.566,32.277,25.881,16.519,11.649,8.396,12.249,16.136,16.537,19.836,19.162,19.33,19.095,18.762,15.727,13.268,12.251,15.309,9.829,5.474,2.129,-2.431
Norway,Net debt - General government - Percent of GDP,Annual,Units,-21.389,-29.763,-29.49,-33.754,-38.711,-44.682,-52.498,-50.196,-48.044,-42.909,-46.35,-47.157,-48.725,-59.798,-74.176,-85.118,-83.749,-78.73,-70.978,-74.271,-79.054,-83.153,-63.651,-110.662,-154.652
Sweden,Net debt - General government - Percent of GDP,Annual,Units,24.57,30.506,29.388,29.405,28.648,26.565,20.794,15.561,13.639,14.502,13.316,11.641,11.245,12.118,12.189,12.157,9.931,7.346,7.147,5.668,9.471,8.678,9.002,8.229,10.279
Sweden,Gross debt - General government - Percent of GDP,Annual,Units,50.439,51.986,49.84,49.445,48.666,48.898,43.84,39.199,37.952,41.193,38.593,37.67,37.993,40.777,45.686,44.465,42.883,41.629,39.93,35.78,40.204,37.005,33.911,31.814,32.989
Netherlands,Gross national savings - Percent of GDP,Annual,Units,24.196,24.873,23.287,25.565,27.321,26.698,28.867,28.51,26.151,23.917,26.488,26.99,26.097,26.296,26.303,26.978,26.96,28.267,29.329,28.555,27.044,32.441,29.642,29.503,28.812
Norway,Gross debt - General government - Percent of GDP,Annual,Units,28.668,27.233,33.945,43.078,43.829,42.327,52.587,49.515,47.545,42.544,42.952,29.611,30.89,31.395,29.609,34.27,37.874,38.192,39.349,40.485,46.026,41.573,36.057,44.13,42.719
Norway,Unemployment rate,Annual,Units,3.426,3.546,3.889,4.494,4.471,4.616,3.444,2.539,2.747,3.266,3.794,3.364,3.294,3.773,3.617,4.531,4.74,4.216,3.854,3.728,4.595,4.41,3.252,3.595,4.013
Netherlands,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,417.834,432.539,475.194,582.29,660.925,688.514,737.633,853.6,957.797,878,853.161,912.98,846.225,883.964,901.789,775.822,796.944,847.934,930.155,929.006,931.814,1055.173,1047.364,1135.803,1214.562
Italy,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,20205.515,20576.46,22473.552,27673.263,31451.559,32148.046,33602.692,37989.367,40968.981,37143.445,35963.743,38475.823,34926.415,35722.542,36022.564,30609.504,31357.601,32797.298,35042.793,33767.024,31956.874,36812.907,35672.007,39074.224,40224.012
San Marino,Unemployment rate,Annual,Units,,3.54,3.921,4.119,3.362,3.56,3.313,3.021,3.114,4.483,4.945,5.469,6.95,8.079,8.739,9.183,8.597,8.095,8.009,7.663,7.342,6.442,5.142,4.22,4.413
Luxembourg,Expenditure - General government - Percent of GDP,Annual,Units,37.975,38.139,41.761,43.336,43.675,43.445,39.401,37.391,37.927,42.696,41.956,41.504,41.814,41.239,40.612,40.366,40.045,41.277,42.318,43.072,47.04,42.407,44.312,46.366,46.867
Netherlands,Structural balance - General government - Percent,Annual,Units,-0.752,-2.134,-2.629,-2.448,-1.07,-0.009,-0.703,-2.623,-3.159,-4.791,-5.223,-4.858,-2.88,-1.182,-0.709,-0.817,0.67,1.087,0.781,0.715,1.969,1.184,-0.106,-0.217,-1.173
San Marino,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,,,2.445,3.583,1.507,1.825,0.176,-2.461,-2.238,-4.049,-7.079,-7.741,1.064,-3.324,-0.185,-3.486,-1.556,-0.108,-37.592,-16.418,0.424,-0.724,-0.531
Luxembourg,Current account balance (credit less debit) - Percent of GDP,Annual,Units,12.654,8.275,7.609,7.145,7.074,6.938,6.642,6.549,6.129,5.785,5.778,5.64,4.991,3.935,4.095,5.604,7.401,6.443,8.313,8.528,4.918,6.416,6.459,5.511,6.853
Italy,Gross debt - General government - Percent of GDP,Annual,Units,108.743,108.513,105.947,105.141,104.742,106.177,106.257,103.463,105.802,116.139,118.756,119.127,125.899,131.852,134.795,134.788,134.24,133.741,134.198,133.898,154.379,145.812,138.345,134.637,135.326
Luxembourg,Output gap - Percent of potential GDP,Annual,Units,2.619,0.95,-0.019,-1.281,-0.935,-2.252,-0.057,4.81,2.268,-2.539,-0.261,-0.744,-0.96,-0.088,-0.054,-0.531,1.627,0.39,-0.312,0.306,-2.088,2.971,0.555,-0.326,-0.915
Luxembourg,Structural balance - General government - Percent,Annual,Units,4.685,5.315,2.039,0.818,-0.976,0.746,1.926,2.693,2.571,0.84,-0.149,0.949,0.892,0.876,1.353,2.413,1.855,1.312,2.191,1.652,2.58,2.01,1.855,1.388,0.351
Netherlands,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,3.751,1.794,-0.184,-1.332,-0.046,1.142,1.526,1.275,1.392,-3.769,-4.056,-3.09,-2.631,-1.615,-1.02,-0.812,1.163,2.162,2.204,2.486,-3.19,-1.848,0.427,0.05,-0.514
Luxembourg,Gross national savings - Percent of GDP,Annual,Units,35.213,30.487,28.036,28.455,28.379,28.449,25.646,26.062,26.708,21.968,23.861,24.909,23.743,22.081,23.189,24.562,25.333,25.333,25.308,27.182,22.847,25.104,23.492,21.937,22.696
Italy,Expenditure - General government - Percent of GDP,Annual,Units,46.368,47.132,46.493,46.969,46.667,47.053,47.56,46.6,47.751,51.053,49.799,49.027,50.481,50.901,50.715,50.244,48.98,48.783,48.321,48.424,56.784,56.039,54.931,53.954,50.562
Luxembourg,Net debt - General government - Percent of GDP,Annual,Units,,,-32.802,-32.756,-29.769,-25.814,-25.351,-26.032,-22.019,-19.362,-13.151,-11.653,-10.615,-9.438,-11.26,-12.441,-12.046,-11.742,-12.456,-14.811,-10.444,-10.66,-7.781,-5.907,-5.734
Italy,Current account balance (credit less debit) - Percent of GDP,Annual,Units,-0.272,0.154,-0.496,-0.785,-0.48,-0.88,-1.469,-1.362,-2.723,-1.822,-3.223,-2.742,-0.201,1.03,1.754,1.243,2.461,2.439,2.501,3.157,3.761,2.1,-1.725,0.138,1.13
Luxembourg,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,21.24,21.388,23.633,29.66,35.049,37.693,42.912,51.594,58.838,54.408,56.26,61.685,59.814,65.204,68.822,60.078,62.2,65.689,71.118,69.88,73.612,86.444,80.865,88.815,93.252
Netherlands,Current account balance (credit less debit) - Percent of GDP,Annual,Units,1.737,2.269,2.322,5.134,7.632,6.631,8.14,5.314,3.937,3.34,6.451,7.078,7.515,7.935,8.596,4.808,7.183,8.052,8.848,6.797,5.692,10.247,6.778,9.423,9.146
Luxembourg,Gross debt - General government - Percent of GDP,Annual,Units,7.494,7.623,7.448,7.435,7.83,7.95,8.205,8.092,14.627,15.285,19.09,18.503,20.849,22.407,21.863,21.133,19.598,21.802,20.87,22.339,24.533,24.185,24.902,24.682,26.288
Italy,Population - Persons for countries / Index for country groups,Annual,Millions,56.924,56.961,56.993,57.186,57.612,58.044,58.289,58.511,59.002,59.421,59.69,59.948,60.105,60.277,60.346,60.295,60.164,60.067,59.938,59.817,59.641,59.236,59.03,58.997,58.971
San Marino,Population - Persons for countries / Index for country groups,Annual,Millions,,,,,0.029,0.029,0.03,0.03,0.03,0.031,0.031,0.032,0.032,0.032,0.033,0.033,0.033,0.033,0.033,0.034,0.034,0.034,0.034,0.034,0.034
Luxembourg,Gross domestic product (GDP) - Current prices - Per capita - US dollar,Annual,Units,48984.386,48719.314,53227.765,66160.476,77030.646,81728.362,91478.339,108344.425,121616.145,110249.701,112049.15,120526.246,113953.492,121423.168,125199.895,106710.076,107948.007,111211.579,118135.07,113830.259,117570.398,136190.492,125295.365,134402.714,138757.218
Luxembourg,Unemployment rate,Annual,Units,2.4,2.217,2.5,3.292,3.692,4.083,4.233,4.183,4.142,5.483,5.817,5.658,6.099,6.83,7.092,6.648,6.263,5.843,5.11,5.407,6.359,5.739,4.809,5.232,5.754
Italy,Unemployment rate,Annual,Units,10.1,9.1,8.608,8.45,8.025,7.767,6.867,6.2,6.783,7.875,8.5,8.575,10.892,12.367,12.783,12.017,11.717,11.3,10.6,9.908,9.367,9.525,8.117,7.683,6.567
Italy,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,-2.42,-3.181,-2.88,-3.226,-3.461,-4.099,-3.605,-1.326,-2.584,-5.057,-4.161,-3.524,-2.985,-2.875,-2.819,-2.459,-2.405,-2.509,-2.192,-1.45,-9.379,-8.879,-8.109,-7.239,-3.446
Italy,Output gap - Percent of potential GDP,Annual,Units,-1.268,-0.766,-1.689,-2.606,-2.104,-1.964,-0.675,0.471,-0.421,-5.194,-3.264,-2.234,-4.549,-5.729,-5.386,-4.562,-3.514,-2.273,-1.843,-1.827,-11.068,-3.804,0.089,0.06,0.041
Netherlands,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,1.136,-0.468,-2.23,-3.192,-1.825,-0.515,0.041,-0.162,-0.058,-5.06,-5.305,-4.422,-3.834,-2.872,-2.173,-1.835,0.225,1.354,1.495,1.908,-3.717,-2.26,0.002,-0.371,-0.945
Luxembourg,Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,5.551,5.623,2.031,0.276,-1.392,-0.211,1.905,4.354,3.367,-0.213,-0.258,0.65,0.504,0.841,1.332,1.304,1.89,1.367,3.175,2.679,-3.093,1.002,0.184,-0.78,1.03
Italy,Structural balance - General government - Percent,Annual,Units,-3.001,-3.331,-3.207,-3.587,-3.635,-3.559,-2.871,-1.718,-2.562,-3.005,-2.669,-3.026,-0.721,0.264,-0.267,0.02,-0.831,-1.344,-1.33,-0.5,-3.092,-7.819,-8.72,-7.652,-3.482
Luxembourg,Population - Persons for countries / Index for country groups,Annual,Millions,0.434,0.439,0.444,0.448,0.455,0.461,0.469,0.476,0.484,0.494,0.502,0.512,0.525,0.537,0.55,0.563,0.576,0.591,0.602,0.614,0.626,0.635,0.645,0.661,0.672
San Marino,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,,,,,2.658,3.783,1.701,2.02,0.387,-2.318,-2.155,-3.956,-6.998,-7.643,1.292,-3.075,0.145,-3.194,-1.232,0.237,-36.64,-14.51,1.715,1.514,1.496
San Marino,Gross debt - General government - Percent of GDP,Annual,Units,,11.557,17.211,16.062,16.914,14.478,14.154,12.628,15.489,20.066,19.964,16.621,17.242,23.16,21.01,19.307,21.385,56.585,56.672,56.214,69.789,77.189,70.555,68.336,63.942
San Marino,Gross domestic product (GDP) - Current prices - US dollar,Annual,Billions,1.008,1.06,1.148,1.462,1.714,1.788,1.91,2.189,2.403,2.062,1.883,1.813,1.606,1.678,1.674,1.42,1.468,1.528,1.656,1.616,1.543,1.857,1.833,2.028,2.082
Luxembourg,Primary Net lending (+) / net borrowing (-) - General government - Percent of GDP,Annual,Units,4.442,4.294,0.922,-0.611,-2.132,-0.86,1.14,3.37,2.16,-0.715,-0.531,0.334,0.288,0.681,1.087,1.062,1.647,1.145,2.967,2.472,-3.325,0.73,-0.106,-1.273,0.395
Switzerland,Net debt - General government - Percent of GDP,Annual,Units,33.918,34.733,38.633,38.736,44.556,41.597,36.411,29.364,24.851,23.324,21.877,22.087,21.62,20.683,20.77,20.959,21.619,20.767,18.74,17.25,20.403,20.514,16.726,18.215,17.055
