date,country,cds_spread,yield_market,spread_M0,spread_M1,spread_M2,RNS_M0,RNS_M1,RNS_M2,yield_rf_M0,yield_rf_M1,yield_rf_M2,yield_rns_M0,yield_rns_M1,yield_rns_M2
2015-06-30,Colombia,166.98,435.98,0.25325000623058097,0.25325000618905336,171.66406712455887,0.008274197090124558,0.06605440256442219,27.869847530348803,269.2532500062306,269.25325000618903,440.66406712455887,269.00827419709015,269.0660544025644,296.8698475303488
2015-07-31,Colombia,181.04,458.03999999999996,0.2473117892920486,0.24731178926140265,306.8078197964407,0.007568086568578158,0.14820485630940433,66.12643973608414,277.24731178929204,277.2473117892614,583.8078197964408,277.0075680865686,277.1482048563094,343.12643973608414
2015-08-31,Colombia,215.3,492.3,0.35546632284531365,0.35546632284509155,587.4642276604721,0.010795801185896348,3.763684061172702,201.66255913582935,277.3554663228453,277.3554663228451,864.4642276604721,277.0107958011859,280.7636840611727,478.6625591358294
2015-09-30,Colombia,243.27,498.27,0.6309447728393702,0.6309447728411471,442.2629640986872,0.021179570421116234,0.5845282955525486,120.64168372817669,255.63094477283934,255.63094477284113,697.2629640986871,255.02117957042108,255.58452829555253,375.64168372817664
2015-10-31,Colombia,207.47,457.47,41.439641998320596,41.43964202717821,274.46621269848987,4.077968654288902,14.66021719263022,62.4771067025633,291.4396419983206,291.4396420271782,524.4662126984899,254.0779686542889,264.6602171926302,312.4771067025633
2015-11-30,Colombia,217.34,467.34000000000003,48.83676950251613,48.83676959307256,400.76987757411143,4.81015570379207,15.491489547854002,112.66703902713455,298.8367695025161,298.8367695930726,650.7698775741114,254.81015570379208,265.49148954785403,362.66703902713454
2015-12-31,Colombia,236.87,505.87,46.049370610502656,46.04937060994642,397.3517558719667,4.308856947651124,28.852531147527465,108.09059420615282,315.04937061050265,315.04937060994644,666.3517558719667,273.3088569476511,297.8525311475275,377.0905942061528
2016-01-31,Colombia,278.5398,527.5398,50.62493161991439,50.624931619182675,603.3858551114919,4.761929839536966,23.51168641008563,228.90282333676544,299.6249316199144,299.62493161918263,852.3858551114919,253.76192983953695,272.5116864100856,477.90282333676544
2016-02-29,Colombia,274.0398,523.0398,48.780329812438154,48.780329812142355,596.9229790952982,4.462582253159167,16.095203800256392,221.3856352323667,297.78032981243814,297.7803298121423,845.9229790952982,253.46258225315913,265.09520380025634,470.38563523236667
2016-03-31,Colombia,221.16,441.15999999999997,68.82601562595282,68.82601562365532,358.7996737094825,7.770055757866761,22.988043621839996,94.16908023459861,288.82601562595283,288.82601562365534,578.7996737094825,227.77005575786677,242.98804362184,314.1690802345986
2016-04-30,Colombia,217.5,438.499999999999,77.50839731456101,77.5083973145264,258.9381567694755,9.934633104723527,11.647935640523196,59.06504798815153,298.50839731456,298.5083973145254,479.9381567694745,230.93463310472254,232.6479356405222,280.0650479881505
