,country,date,cds_spread,fx_rate,domestic_rate,risk_free_rate,monetary_base_bn_local,external_debt_bn_usd,domestic_debt_bn_local,LCL_usd,sigma_lcl,B_f,implied_V,implied_sigma_V,cca_converged
24,Brazil,2016-01-31,462.6299,3.998720409,0.16,0.0249,240.32875,540.456,0,118.10019395636718,0.31381616998817186,607.7427720000001,651.9293832402008,0.06094733484870671,True
25,Brazil,2016-02-29,446.2998,3.993131813,0.16,0.0249,240.32875,540.456,0,118.26548133040153,0.3132895512222989,607.7427720000001,652.1198266002758,0.06088184127661162,True
26,Brazil,2016-03-31,382.3599,3.683512598,0.15935,0.022,252.55989,540.456,0,136.2554729882826,0.3184284678590221,599.90616,670.4700587651947,0.06929656642026658,True
27,Brazil,2016-04-30,330.8198,3.435717721,0.1248,0.0220999999999999,242.14259,540.456,0,117.77793211066134,0.3231947759687415,600.1763879999997,651.8884701032429,0.06313403837138686,True
28,Brazil,2016-05-31,341.5598,3.61154249,0.1248,0.0220999999999999,242.14259,540.456,0,112.04401709678739,0.29899667838482263,600.1763879999997,647.3982172111911,0.05488540225967345,True
29,Brazil,2016-06-30,334.9299,3.373819163,0.1306,0.0222,239.96562,540.456,0,122.29672667381207,0.31314525363488965,600.4466160000001,656.8792316627645,0.0623958981124402,True
30,Brazil,2016-07-31,283.3899,3.248546276,0.1183,0.0182,240.84533,540.456,0,122.29636822731769,0.28604075896897424,589.637496,659.0302661028226,0.05562032535886907,True
31,Brazil,2016-08-31,254.44,3.265519381,0.1183,0.0182,240.84533,540.456,0,121.66071158074611,0.2803159904760454,589.637496,658.5898336290869,0.05405030351540699,True
32,Brazil,2016-09-30,265.8899,3.260302556,0.1163,0.0202,247.03595,540.456,0,122.51259890920672,0.280084071574288,595.042056,658.9745912904029,0.054333568864824336,True
33,Brazil,2016-10-31,269.8699,3.206464232,0.1163,0.0202,247.03595,540.456,0,124.56965381982451,0.2391322305491198,595.042056,661.9607100087293,0.045871919589618566,True
34,Brazil,2016-11-30,303.1599,3.422313484,0.1147,0.0217,247.84554999999995,540.456,0,115.2944153413292,0.252003183837097,599.095476,652.1024676553858,0.04575232112062855,True
35,Brazil,2016-12-31,274.3599,3.2546786,0.1146,0.0283999999999999,270.28715,540.456,0,127.79039491964701,0.2722305875816004,617.2007519999997,662.0906368171339,0.05449019052489811,True
36,Brazil,2017-01-31,240.51,3.140999466,0.1146,0.0283999999999999,270.28715,548.641,0,132.41538820131845,0.27346161531515306,626.5480219999997,674.7620397689736,0.05567110582855472,True
37,Brazil,2017-02-28,218.6,3.111000498,0.10935,0.0275,262.3922,548.641,0,126.99477616146461,0.2782336234707393,624.0791375,669.5146635821402,0.054969040436751354,True
38,Brazil,2017-03-31,219.84,3.123243176,0.1011,0.0283,243.61035,548.641,0,112.2465825526922,0.2630797314384403,626.2737015,654.9703641818863,0.04662148649897669,True
