Dates,Argentina,Brazil,Chile,Colombia,Mexico,Peru,Uruguay,Angola,Egypt,Ghana,Kenya,Morocco,Nigeria,South Africa,Tunisia,Zambia,West African CFA Franc,Kazakhstan,Poland,Euro,Turkey,Ukraine,Hungary,Bahrain,Oman,Saudi,United Arab Emirates,Qatar,Iraq,Indonesia,Pakistan,Philippines,Sri Lanka,Vietnam
15.07.2005,2.8638,2.3395,577.15,2333,10.6118,3.2525,24.575,89.1967,5.789,0.9025,76.35,9.1147,133.63,6.6357,1.3339,4.575,544.8101,135.64,3.4314,0.8307,1.3335,5.013,204.43,0.37702,0.38501,3.7504,3.673,3.6387,1469.632,9782,59.64,55.93,100.5,15873
22.07.2005,2.8638,2.3963,567.5,2314.5,10.6477,3.253,24.475,88.9717,5.7762,0.9089,76.15,9.1081,134.15,6.6255,1.3285,4.577,541.4644,135.77,3.4173,0.8291,1.3405,5.0055,203.96,0.37702,0.385,3.7507,3.6729,3.6412,1469.632,9795,59.66,55.885,100.39,15876
29.07.2005,2.861,2.3787,560.15,2308,10.5949,3.251,24.48,89.1982,5.775,0.904,76.05,9.0497,136.5,6.5811,1.3277,4.625,539.8401,135.94,3.358,0.825,1.3259,5.0085,202.14,0.37702,0.385,3.7502,3.673,3.6386,1469.632,9805,59.66,56.105,100.7,15878
05.08.2005,2.8645,2.3124,546.63,2306.68,10.6088,3.2526,24.325,89.1974,5.775,0.9085,75.75,8.906,137,6.4645,1.3095,4.5,531.6776,135.61,3.2908,0.8093,1.3174,5.0096,197.39,0.377,0.385,3.7505,3.673,3.64,1469.632,9755,59.68,55.93,100.65,15883
12.08.2005,2.883,2.3732,536.75,2307,10.6438,3.2537,24.275,89.2347,5.774,0.905,75.95,8.8873,136.75,6.3538,1.3008,4.35,527.6401,135.21,3.2538,0.8039,1.3495,4.97,196.01,0.377,0.385,3.7505,3.673,3.64,1469.632,9795,59.685,55.7,100.82,15868
19.08.2005,2.907,2.4486,544.65,2308.5,10.7688,3.253,24.325,89.1489,5.7725,0.905,75.7,9.0372,137,6.5475,1.3262,4.25,540.1951,135.27,3.3252,0.8227,1.3815,4.96,200.39,0.377,0.38501,3.7505,3.673,3.64,1469.632,9987,59.665,55.985,100.88,15861
26.08.2005,2.9088,2.4025,545.55,2306,10.8478,3.2575,24.275,89.1974,5.7738,0.9065,75.7,8.9365,132.05,6.4775,1.3182,4.275,531.9601,135.27,3.3056,0.814,1.3568,4.9585,199.82,0.377,0.385,3.7505,3.673,3.64,1469.632,10385,59.67,55.975,100.9,15886
02.09.2005,2.9088,2.3305,534.75,2297.58,10.6708,3.3065,24.185,87.7031,5.77,0.9065,74.9,8.7955,133.75,6.255,1.2991,4.602,522.7791,135.13,3.1579,0.798,1.3361,4.9955,194.47,0.377,0.385,3.7505,3.6724,3.6408,1474.6313,10345,59.7,56.095,101.33,15878
09.09.2005,2.9113,2.309,534.25,2307.7,10.6848,3.286,24.135,89.2039,5.77,0.905,74.45,8.9072,131.95,6.3157,1.3044,4.5152,527.7846,134.06,3.1661,0.8058,1.3355,5.0225,197.11,0.377,0.38501,3.7503,3.673,3.64,1474.6313,10215,59.75,56.075,101.51,15880
16.09.2005,2.9115,2.2988,535,2300.9,10.8453,3.3,24.075,89.2073,5.7725,0.9075,73.5,9.0071,131.8,6.3742,1.3203,4.302,536.965,134.05,3.1771,0.8171,1.343,5.01,200.87,0.377,0.38501,3.7503,3.673,3.64,1474.6313,10150,59.87,56.21,101.45,15885
23.09.2005,2.9088,2.2645,537.45,2289,10.8439,3.3125,24.035,89.2021,5.767,0.9025,72.85,9.1245,132.3,6.3801,1.3392,4.355,543.5501,134.18,3.2209,0.8305,1.3465,5.0185,205.75,0.377,0.385,3.7506,3.673,3.64,1474.6313,10223,59.85,56.25,101.42,15875
30.09.2005,2.9088,2.2275,529.75,2287.4,10.759,3.34,24.075,89.2058,5.76,0.9063,73.97,9.116,130.75,6.3701,1.3405,4.522,544.0693,133.69,3.2636,0.8315,1.347,5.0485,207.58,0.377,0.385,3.7506,3.673,3.64,1474.6313,10300,59.7,56.03,101.33,15900
07.10.2005,2.937,2.2499,527,2292,10.7943,3.369,23.875,89.2085,5.76,0.9075,73.25,9.0579,129.75,6.5288,1.3343,4.445,541.4401,133.59,3.2164,0.8244,1.349,5.0549,206.73,0.377,0.38499,3.751,3.673,3.64,1474.631,10048,59.7,55.8,101.39,15901
14.10.2005,2.9713,2.245,537.15,2296,10.8915,3.385,23.675,89.1994,5.7538,0.9075,74.1,9.1008,130,6.56,1.3354,4.277,543.5101,133.89,3.2522,0.8282,1.3676,5.0149,209.33,0.377,0.38499,3.7528,3.673,3.64,1469.6323,10113,59.7,55.84,101.52,15905
21.10.2005,2.9813,2.265,542.3,2290,10.8743,3.393,23.485,89.151,5.765,0.908,73.7,9.1758,130.85,6.6125,1.3449,4.005,545.9901,133.73,3.2613,0.8366,1.3634,5.052,212.43,0.377,0.38499,3.752,3.673,3.64,1469.6323,10100,59.76,55.45,101.62,15908
28.10.2005,3.0138,2.265,544.13,2290,10.8245,3.3785,23.285,88.6118,5.763,0.905,73.6,9.0807,130.38,6.7025,1.3377,4.102,542.2001,134.01,3.3172,0.8285,1.3523,5.0203,208,0.377,0.38499,3.752,3.673,3.64,1469.6323,10040,59.75,54.985,101.85,15908
04.11.2005,2.9813,2.212,540,2281.9,10.7538,3.358,23.235,85.3224,5.765,0.9075,73.5,9.2534,131,6.695,1.3599,4.12,555.2801,133.92,3.3923,0.8466,1.359,5.03,211.21,0.377,0.38495,3.751,3.673,3.64,1471.6318,10070,59.76,55.09,101.85,15896
11.11.2005,2.9663,2.1615,526.08,2281.5,10.6778,3.3565,23.605,81.8519,5.7612,0.909,75.5,9.3118,130.9,6.7529,1.369,4.132,560.3837,134.21,3.441,0.8524,1.362,5.035,214.08,0.37673,0.38499,3.7505,3.673,3.6405,1472.6318,9987,59.76,54.4,101.83,15893
18.11.2005,2.943,2.226,528.45,2277.6,10.6628,3.384,23.585,80.7832,5.7588,0.91,74.7,9.2847,130.8,6.67,1.3771,4.025,560.3358,133.95,3.384,0.8493,1.367,5.0088,215.13,0.37695,0.38499,3.7503,3.673,3.64,1474.6313,10078,59.845,54.47,101.93,15908
25.11.2005,2.968,2.234,524,2272.6,10.6088,3.397,23.585,80.778,5.7625,0.9115,74.91,9.3181,130.65,6.5163,1.3764,3.81,567.0001,134.15,3.3388,0.853,1.3578,5.014,215.55,0.377,0.385,3.7503,3.673,3.64,1474.6313,10060,59.77,54.15,101.97,15908
02.12.2005,2.9813,2.2088,514.45,2274.45,10.4709,3.4095,23.435,80.7897,5.7612,0.91,73.75,9.3235,129.65,6.353,1.3738,3.435,561.0301,133.87,3.3026,0.8535,1.356,5.03,214.83,0.377,0.38499,3.751,3.673,3.64,1470.6323,9995,59.85,54.03,101.99,15905
09.12.2005,3.0088,2.252,514.25,2274.7,10.643,3.4088,23.335,80.7897,5.7592,0.9083,73.78,9.262,130.15,6.3798,1.3605,3.377,554.3221,133.97,3.2698,0.8466,1.3582,5.0355,216.74,0.377,0.38499,3.7505,3.673,3.64,1472.6318,9685,59.775,53.335,101.98,15908
16.12.2005,3.036,2.337,516.25,2279.54,10.7435,3.4383,23.3,80.7905,5.7538,0.9113,72.95,9.1387,129.6,6.4235,1.3489,3.33,546.3806,133.68,3.227,0.8323,1.35,5.032,210.35,0.377,0.38499,3.751,3.673,3.64,1472.6318,9880,59.885,53.41,101.98,15915
23.12.2005,3.022,2.315,513.5,2282,10.688,3.4095,23.7,80.7863,5.7425,0.9126,72.55,9.2045,129.5,6.345,1.354,3.26,553.1301,133.56,3.2166,0.8426,1.3495,5.01,211.9,0.377,0.385,3.751,3.673,3.64,1473.6313,9860,59.77,53.43,102.05,15898
30.12.2005,3.03,2.3355,512,2286.5,10.635,3.4205,24.05,80.7755,5.7425,0.91,72.45,9.2402,130.38,6.3288,1.3569,3.345,556.0801,133.68,3.245,0.844,1.351,5.0485,212.97,0.37694,0.385,3.7506,3.6731,3.6406,1474.6313,9830,59.79,53.085,102.1,15918
06.01.2006,3.0595,2.283,522.25,2278.15,10.5624,3.4415,24.05,80.7903,5.7388,0.9105,72.8,9.0235,130.1,6.0715,1.3335,3.35,540.038,133.76,3.1325,0.8229,1.3305,5.06,206.13,0.377,0.38505,3.751,3.673,3.64,1480.6299,9550,59.77,52.44,102.09,15918
13.01.2006,3.035,2.2725,525.75,2271,10.5618,3.4545,24.05,80.4278,5.7475,0.9073,71.61,9.0608,129.95,6.038,1.3319,3.175,543.1501,133.63,3.1413,0.8236,1.3359,5.0775,206.33,0.377,0.38499,3.751,3.673,3.64,1482.6294,9355,59.92,52.215,102.1,15908
20.01.2006,3.037,2.2775,531.05,2270,10.5452,3.3605,24.05,80.4122,5.74,0.9111,72.1,9.0115,129.75,6.0035,1.3377,3.295,542.3401,132.85,3.1746,0.824,1.3365,5.06,206.63,0.377,0.385,3.751,3.673,3.64,1476.6309,9435,59.835,52.55,102.1,15918
27.01.2006,3.057,2.21,526.1,2267.7,10.4439,3.3195,24.175,80.3986,5.7325,0.9105,72.03,9.059,129.6,6.1448,1.3385,3.3825,540.4829,132.05,3.1582,0.8268,1.328,5.0624,207.78,0.377,0.38495,3.751,3.673,3.64,1475.6309,9389,59.84,52.43,102.14,15918
03.02.2006,3.067,2.21,527.5,2260.8,10.4883,3.295,24.175,80.3567,5.7325,0.913,71.1,9.1011,128.68,6.094,1.3442,3.275,546.5397,131.63,3.1768,0.8317,1.3285,5.0585,208.26,0.37693,0.38499,3.7503,3.673,3.6385,1475.6309,9300,59.85,51.91,102.15,15930
10.02.2006,3.067,2.1615,529.63,2254.6,10.5055,3.288,24.15,80.3546,5.731,0.912,71.4,9.1745,129.65,6.1375,1.3534,3.24,557.0001,131.46,3.1752,0.8402,1.3318,5.0558,210.85,0.377,0.38499,3.751,3.673,3.64,1475.6309,9233,59.88,51.485,102.1,15922
17.02.2006,3.068,2.1175,523.6,2252.8,10.4353,3.284,24.15,80.359,5.735,0.915,71.9,9.1566,129.05,6.0225,1.3508,3.205,550.2303,130.93,3.1495,0.8376,1.324,5.0528,210.69,0.377,0.38499,3.751,3.673,3.64,1476.6309,9230,59.89,51.795,102.2,15929
24.02.2006,3.0745,2.14,517.35,2245.97,10.4818,3.2825,24.25,80.3616,5.7413,0.9113,73.1,9.1931,128.75,6.1068,1.3617,3.31,552.6874,130.25,3.1694,0.842,1.3196,5.06,212.1,0.37688,0.38499,3.7503,3.673,3.6385,1475.6309,9293,59.89,52.17,102.41,15911
03.03.2006,3.0733,2.11,522.95,2254.78,10.5873,3.3195,24.275,80.3607,5.7425,0.9103,72.15,9.1108,128.5,6.1773,1.3499,3.295,546.1076,129.7,3.1645,0.8302,1.3069,5.0611,211.27,0.37688,0.38499,3.7505,3.673,3.6398,1475.6309,9185,59.89,51.17,102.48,15908
10.03.2006,3.082,2.1373,530.85,2256.05,10.6887,3.3275,24.35,80.3618,5.7358,0.911,72.45,9.1962,128.7,6.2485,1.3629,3.27,552.0131,129.14,3.2722,0.8396,1.3465,5.0605,217.71,0.377,0.38499,3.7505,3.673,3.64,1475.6309,9240,59.95,51.265,102.66,15910
17.03.2006,3.073,2.124,527.75,2257.7,10.6838,3.3355,24.25,80.3615,5.735,0.9107,72.3,9.0154,128.4,6.2146,1.3461,3.28,538.9287,127.85,3.1613,0.8203,1.3283,5.0608,213.07,0.37689,0.385,3.7506,3.6728,3.6396,1475.6309,9135,60.15,51.015,102.76,15911
24.03.2006,3.0795,2.158,531.06,2267.3,10.8713,3.3655,24.2,80.3608,5.7525,0.9119,72.4,9.105,128.5,6.261,1.3577,3.27,546.0167,127.82,3.2321,0.8309,1.34,5.0635,219.13,0.377,0.38496,3.7505,3.673,3.64,1474.6313,9122,60.015,51.2,102.67,15921
31.03.2006,3.081,2.164,526.35,2290.85,10.874,3.3688,24.3,80.3582,5.7418,0.9145,71.6,9.0667,128.15,6.1765,1.352,3.25,543.0001,128.35,3.2366,0.8254,1.3483,5.061,217.88,0.377,0.38495,3.7506,3.673,3.64,1475.6309,9070,60.12,51.055,102.58,15925
07.04.2006,3.08,2.149,520.55,2365,11.1458,3.3585,23.95,80.3616,5.7475,0.9113,71.05,9.0796,128.7,6.1315,1.3539,3.2235,541.4421,128.9,3.2899,0.8269,1.3393,5.0588,221.5,0.37688,0.38499,3.7506,3.6727,3.6395,1475.6309,8983,60,51.075,102.48,15928
14.04.2006,3.0788,2.138,516,2340.2,11.0975,3.3205,24.05,80.3713,5.7473,0.914,71.17,9.0709,128.45,6.1225,1.3518,3.2075,542.629,128.01,3.2502,0.826,1.3519,5.0616,220.21,0.37688,0.385,3.751,3.673,3.64,1478.6304,8988,59.95,51.25,102.62,15928
21.04.2006,3.0585,2.1215,514.75,2337.5,11.0521,3.3155,24.05,80.3865,5.7538,0.9145,71.3,8.9232,128.28,5.9772,1.3353,3.18,531.5698,123.29,3.139,0.8101,1.3253,5.0505,213.63,0.37688,0.38499,3.7508,3.673,3.64,1477.6304,8884,59.975,51.67,102.7,15935
28.04.2006,3.048,2.087,514.85,2378.65,11.0613,3.305,23.975,80.3754,5.7515,0.914,71.1,8.7654,128.33,6.005,1.3199,3.07,520.7455,124.28,3.0619,0.7915,1.3195,5.015,208.59,0.37698,0.38499,3.7505,3.6725,3.6408,1477.6304,8785,60.03,51.775,102.81,15940
05.05.2006,3.04,2.0555,513.65,2367.5,10.9617,3.2915,23.975,80.3662,5.754,0.9155,71,8.7029,128.2,6.064,1.3131,3.035,514.9406,123.31,3.0086,0.7857,1.3186,5.03,204.39,0.37699,0.38499,3.7507,3.673,3.6404,1477.6304,8780,60.05,51.5,102.86,15971
12.05.2006,3.038,2.1445,516.43,2384,11.0993,3.271,23.85,80.377,5.7575,0.9205,71.45,8.6088,128.48,6.2915,1.3072,3.025,509.1254,121.6,3.0116,0.7736,1.423,5.0325,205.97,0.377,0.38499,3.751,3.673,3.64,1476.6309,8765,60.055,51.7,102.75,15980
19.05.2006,3.0565,2.209,523.9,2461.05,11.1949,3.257,23.925,80.3775,5.7643,0.9118,72.4,8.6749,128.38,6.48,1.3141,3.2,522.0001,121.48,3.0937,0.7826,1.4795,5.04,206.61,0.37673,0.38499,3.7491,3.6727,3.64,1476.6309,9198,60,52.625,102.95,15968
26.05.2006,3.0838,2.2415,524.9,2460,11.119,3.2768,24,80.3617,5.7735,0.9133,72.42,8.697,128.6,6.5275,1.3191,3.4875,515.6693,122.29,3.0682,0.785,1.5297,5.03,204.79,0.377,0.38493,3.7498,3.673,3.64,1476.6309,9260,60.18,52.76,102.94,15972
02.06.2006,3.0785,2.2766,532,2449.3,11.314,3.269,23.8,80.3678,5.7663,0.9118,72.15,8.5964,128.5,6.6713,1.3061,3.48,507.2944,120.45,3.049,0.7741,1.6095,5.02,203.49,0.377,0.38493,3.7505,3.673,3.64,1475.6309,9258,60.115,52.84,103.29,15966
09.06.2006,3.0825,2.2592,543.75,2515.3,11.394,3.261,23.75,80.3716,5.7625,0.9141,72.8,8.7488,128.38,6.7638,1.3301,3.45,518.7277,120.27,3.1421,0.7912,1.5415,5.0075,209.36,0.377,0.38502,3.751,3.673,3.64,1476.6309,9395,60.11,53.145,103.28,15976
16.06.2006,3.0795,2.245,544.2,2560.3,11.4445,3.264,23.8,80.3749,5.7625,0.9185,73.63,8.748,128.3,6.8863,1.3323,3.455,518.9739,119.83,3.2092,0.791,1.5855,5.0068,216.42,0.377,0.385,3.7507,3.673,3.64,1475.6309,9293,60.23,53.15,103.57,15983
23.06.2006,3.081,2.2315,549.5,2609.25,11.4083,3.2715,23.8,80.75,5.7575,0.919,74.45,8.8154,128.28,7.4267,1.341,3.5,528.0001,119.56,3.2831,0.7994,1.7077,5.0158,224.22,0.377,0.385,3.751,3.673,3.64,1476.6309,9403,60.25,53.25,103.85,15996
30.06.2006,3.0855,2.165,538.85,2573.8,11.3463,3.2625,23.75,80.3728,5.7575,0.916,73.85,8.6802,128.4,7.174,1.3203,3.505,513.0076,118.42,3.1792,0.7818,1.587,5.0026,221.39,0.377,0.38499,3.751,3.673,3.64,1476.6309,9263,60.21,53.135,103.97,15996
07.07.2006,3.0863,2.182,538.75,2513.05,11.0078,3.2435,23.725,80.3752,5.755,0.9223,73.7,8.6573,128.18,7.1405,1.3181,3.45,511.5672,118.5,3.1818,0.7806,1.5584,5.035,220.15,0.377,0.385,3.751,3.673,3.64,1477.6304,9065,60.225,52.375,103.95,15994
14.07.2006,3.083,2.212,544.05,2542.1,10.9775,3.24,23.8,80.375,5.7498,0.922,73.6,8.747,128.13,7.207,1.331,3.4375,519.1793,118.36,3.1845,0.7904,1.5802,5.023,222.29,0.377,0.38499,3.751,3.673,3.64,1475.6309,9175,60.27,52.385,103.96,15992
21.07.2006,3.0816,2.1988,541.55,2468.25,10.981,3.242,23.92,80.3752,5.7463,0.9185,74.07,8.7218,128.28,7.0433,1.3262,3.625,517.0513,117.62,3.1146,0.7877,1.5524,5.0245,218.61,0.377,0.38497,3.751,3.673,3.64,1476.6309,9146,60.3,52.15,104,15997
28.07.2006,3.077,2.1754,539.15,2426,10.858,3.2412,23.885,80.3752,5.7438,0.9228,73.53,8.6843,128.38,6.875,1.3213,3.595,513.8515,118.4,3.0888,0.7838,1.4925,5.055,213.3,0.377,0.385,3.751,3.673,3.64,1475.6309,9095,60.315,51.51,103.99,16005
04.08.2006,3.069,2.1814,542.45,2390.5,10.9,3.239,24.035,80.3705,5.752,0.9225,72.65,8.6274,128.15,6.8225,1.3124,3.85,508.7108,120.77,3.0133,0.7767,1.4695,5.015,210.23,0.377,0.385,3.751,3.673,3.64,1476.6309,9085,60.3,51.52,103.96,16006
11.08.2006,3.0705,2.166,542.75,2375.75,10.807,3.222,23.92,80.3725,5.7433,0.9235,73,8.6931,128.33,6.795,1.3251,3.9675,523.0001,122.36,3.0337,0.7861,1.4522,5.007,212.38,0.377,0.38499,3.751,3.673,3.64,1476.6309,9074,60.31,51.23,103.93,16002
18.08.2006,3.0822,2.1469,532.74,2369.5,10.8135,3.2295,23.86,80.3723,5.7415,0.9165,72.7,8.6388,128.2,7.027,1.32,3.725,511.647,123.99,3.0531,0.7798,1.457,5.0075,217.01,0.377,0.38499,3.751,3.673,3.64,1475.6309,9069,60.365,51.113,104,16005
25.08.2006,3.0923,2.156,537.25,2423.9,10.973,3.24,23.91,80.3723,5.7475,0.9251,72.82,8.6782,128.28,7.1843,1.3261,3.86,514.5569,125.16,3.0891,0.7842,1.4892,5.0225,218.12,0.377,0.385,3.751,3.673,3.64,1477.6304,9135,60.35,51.387,103.32,16012
01.09.2006,3.0945,2.139,537.95,2398.6,10.878,3.2411,23.91,80.369,5.7408,0.9225,72.45,8.6297,128.29,7.2075,1.3184,3.825,512.3264,125.42,3.0893,0.7792,1.464,5.01,216.58,0.377,0.38499,3.751,3.673,3.64,1476.6309,9096,60.495,50.74,102.2,16010
08.09.2006,3.1005,2.158,539.23,2386.3,11.0025,3.2465,23.91,80.3719,5.739,0.9225,72.82,8.7216,128.35,7.3888,1.329,3.96,517.786,125.8,3.1458,0.789,1.4839,5.015,216.99,0.377,0.38499,3.751,3.673,3.64,1475.6309,9127,60.44,50.495,102.45,16022
15.09.2006,3.097,2.151,537.2,2394.25,10.9368,3.2447,23.86,80.3731,5.7425,0.9225,73.25,8.7249,128.28,7.375,1.328,4.1,518.5226,126.21,3.1115,0.7896,1.4655,5.0153,213.63,0.377,0.38499,3.751,3.673,3.64,1474.6313,9120,60.55,50.245,102.43,16035
22.09.2006,3.1003,2.2075,539.15,2415.9,11.0413,3.248,23.835,80.3732,5.7405,0.9193,72.85,8.6638,128.18,7.665,1.3211,3.97,512.3664,126.83,3.1026,0.7822,1.5212,5.002,216.65,0.377,0.38499,3.751,3.673,3.64,1473.6313,9190,60.565,50.31,102.49,16040
29.09.2006,3.104,2.169,535.03,2398.13,10.985,3.2505,23.86,80.3725,5.739,0.923,72.6,8.7252,128.35,7.7838,1.3318,4.175,517.8267,127.12,3.132,0.789,1.5155,5.042,215.3,0.377,0.38499,3.751,3.673,3.64,1472.5999,9223,60.55,50.19,103.76,16055
06.10.2006,3.105,2.162,537.1,2395.5,11.0688,3.2475,23.825,80.3722,5.7397,0.9217,72.5,8.7659,128.25,7.825,1.337,3.72,521.0972,127.54,3.1102,0.7936,1.497,5.03,215.76,0.377,0.38499,3.751,3.673,3.64,1472.6318,9208,60.55,49.993,104.23,16054
13.10.2006,3.103,2.1371,531.5,2360.5,10.8518,3.245,23.835,80.37,5.7385,0.92,72.3,8.8159,128.15,7.485,1.3411,3.8,524.9337,127.75,3.1012,0.7991,1.475,5.0255,211.6,0.377,0.38499,3.751,3.673,3.64,1470.6323,9207,60.615,50.005,105.97,16055
20.10.2006,3.0909,2.1402,525.95,2340,10.8398,3.2255,23.835,80.3727,5.7348,0.9225,72.1,8.7592,128.13,7.5425,1.3365,3.8,520.4563,127.84,3.0692,0.7925,1.462,5.0518,208.48,0.377,0.385,3.751,3.6729,3.6403,1470.6323,9160,60.595,50.115,105,16074
27.10.2006,3.0925,2.1336,523.7,2312.55,10.7267,3.2155,23.81,80.3728,5.733,0.921,71.95,8.687,128.25,7.4138,1.3263,3.83,520.5001,127.84,3.0479,0.7849,1.448,5.046,204.58,0.377,0.38499,3.751,3.673,3.64,1469.6323,9093,60.61,49.835,107.38,16075
03.11.2006,3.0823,2.139,525.6,2300.65,10.7895,3.219,23.81,80.3759,5.737,0.9245,71.75,8.7012,128.35,7.3898,1.3265,4.005,516.2983,127.96,3.0259,0.7863,1.4495,5.0485,204.31,0.377,0.38499,3.751,3.673,3.64,1469.6323,9115,60.6475,49.7,106.55,16081
10.11.2006,3.0705,2.1514,525.46,2280.85,10.9265,3.216,23.86,80.385,5.7268,0.9217,70.8,8.6328,128.33,7.225,1.3178,3.855,510.0953,127.79,2.9792,0.7788,1.4478,5.025,202.83,0.377,0.38499,3.751,3.673,3.64,1465.6335,9110,60.72,49.9,107.5,16092
17.11.2006,3.0743,2.1605,529.35,2286.1,10.9453,3.2265,23.97,80.379,5.7217,0.9252,70.95,8.6391,128.06,7.2785,1.3193,3.975,511.3679,127.94,2.9699,0.7796,1.4472,5.0285,201.03,0.377,0.385,3.751,3.673,3.64,1454.6365,9166,60.805,49.99,108.8,16093
24.11.2006,3.0747,2.1691,529.72,2300,11.0171,3.2245,24.27,80.3358,5.7205,0.9211,71.1,8.498,128.2,7.1635,1.3006,4.045,501.0175,127.94,2.9293,0.7637,1.4717,5.038,198.25,0.377,0.38499,3.751,3.673,3.64,1443.6389,9158,60.745,49.71,107.5,16080
01.12.2006,3.0627,2.1668,525.62,2294.95,11.026,3.2145,24.32,80.2077,5.7175,0.9213,70,8.37,128.2,7.24,1.2882,4.05,491.8879,127.95,2.8599,0.7498,1.452,5.065,191.64,0.377,0.385,3.751,3.673,3.64,1434.6414,9153,60.88,49.66,108.15,16072
08.12.2006,3.057,2.1395,524.87,2281.5,10.8375,3.2092,24.37,80.1694,5.7195,0.9201,69.65,8.4395,128.35,7.0883,1.2982,4.055,492.5527,128,2.8753,0.7574,1.4322,5.03,194.07,0.377,0.385,3.751,3.673,3.64,1425,9076,60.86,49.675,108.02,16067
15.12.2006,3.0575,2.1458,525.4,2259.77,10.7784,3.2015,24.42,80.1546,5.716,0.922,69.65,8.4986,128.4,7.0053,1.3066,3.99,501.0749,127.84,2.8983,0.7645,1.422,5.04,193.49,0.377,0.38495,3.751,3.673,3.64,1413.6465,9082,60.89,49.368,107.8,16071
22.12.2006,3.054,2.1478,531.25,2231.1,10.867,3.1975,24.43,80.1696,5.715,0.9215,69.2,8.4822,128.5,7.0575,1.305,4.2,498.5612,128,2.9042,0.7617,1.4275,5.04,193.99,0.377,0.385,3.7505,3.6729,3.6405,1379,9078,60.95,49.285,107.53,16053
29.12.2006,3.0585,2.1364,532.35,2240,10.8033,3.1956,24.42,80.2833,5.7113,0.9223,69.6,8.4411,128.8,7.006,1.3005,4.4275,497.446,126.8,2.9037,0.7577,1.4156,5.048,190.49,0.377,0.38548,3.7505,3.6732,3.6415,1324,8995,60.88,49.03,107.45,16056
05.01.2007,3.078,2.1523,541.97,2235,10.9305,3.1925,24.42,80.2774,5.7113,0.9231,69.47,8.5451,128.25,7.2725,1.3132,4.175,504.7765,126.03,2.9613,0.7691,1.439,5.05,195.78,0.37701,0.385,3.7505,3.6729,3.6406,1324,8999,60.98,48.84,108.7,16055
12.01.2007,3.0805,2.1414,539.33,2218.4,10.9635,3.1905,24.46,80.2761,5.7085,0.9243,69.5,8.5881,128.16,7.22,1.3128,4.245,507.216,125.33,2.997,0.7738,1.4315,5.062,195.58,0.37704,0.385,3.7505,3.6729,3.6413,1314.6714,9153,60.95,49.012,108.45,16047
19.01.2007,3.0855,2.1304,540.85,2232.2,10.9016,3.188,24.41,80.2764,5.705,0.9255,69.9,8.5593,128.12,7.1648,1.3117,4.24,506.7458,124.92,2.9747,0.7718,1.4156,5.063,194.58,0.37695,0.38495,3.7508,3.6723,3.6404,1304.6738,9074,60.7575,48.895,108.73,16060
26.01.2007,3.106,2.1381,543.15,2260.1,11.0604,3.1975,24.275,80.2779,5.7068,0.9231,70.6,8.5968,128.05,7.2613,1.3155,4.25,517.0001,126.14,3.0369,0.7742,1.4294,5.053,198.64,0.37703,0.38499,3.7505,3.6728,3.6408,1294.6765,9120,60.745,49.09,108.75,16045
02.02.2007,3.099,2.1043,547.77,2242.75,10.9632,3.1955,24.25,80.2768,5.6988,0.922,70.3,8.5714,128.1,7.1875,1.3165,4.2725,505.5741,125.5,3.0086,0.7715,1.4064,5.0603,197.04,0.377,0.38495,3.751,3.6728,3.6404,1291,9072,60.755,48.705,108.65,16040
09.02.2007,3.1065,2.108,544.4,2227.83,10.9954,3.1919,24.265,80.1553,5.7,0.927,69.55,8.5458,128.15,7.189,1.3154,4.285,504.6794,124.62,2.9973,0.7688,1.4018,5.042,195.06,0.377,0.38495,3.7509,3.6728,3.6405,1287.678,9050,60.79,48.31,108.58,15985
16.02.2007,3.1048,2.092,540.9,2222.95,10.997,3.1865,24.265,79.9983,5.7045,0.927,69.05,8.4772,128.15,7.158,1.3072,4.125,499.872,124.49,2.972,0.7612,1.3897,5.029,191.81,0.377,0.38501,3.7506,3.6726,3.6402,1285.6785,9049,60.68,48.105,108.7,15981
23.02.2007,3.104,2.0877,536.75,2217.9,11.0373,3.1865,24.265,79.9489,5.6963,0.928,70.05,8.4606,128.3,7.0635,1.3058,4.17,498.2016,123.51,2.948,0.7595,1.3815,5.04,191.93,0.37704,0.385,3.7503,3.6721,3.6401,1281,9087,60.66,48.15,108.75,15986
02.03.2007,3.1,2.1318,538.73,2236.1,11.2165,3.1875,24.34,79.9648,5.6943,0.9303,69.15,8.4483,128.2,7.4163,1.3025,4.215,498.0124,125.22,2.955,0.758,1.4274,5.0405,192.3,0.37701,0.38499,3.7506,3.6722,3.64,1279.6799,9180,60.71,48.725,108.85,15998
09.03.2007,3.1055,2.0983,538.56,2209.9,11.143,3.1865,24.34,79.9657,5.7,0.926,69.42,8.4892,128.25,7.3523,1.3121,4.245,500.2151,123.81,2.9509,0.7624,1.4129,5.0525,190.26,0.37702,0.38494,3.7502,3.6719,3.6397,1277.6804,9177,60.72,48.545,109.07,16003
16.03.2007,3.1012,2.0922,536.93,2204.95,11.1848,3.187,24.315,79.9612,5.7025,0.9293,69.53,8.3846,128.15,7.4863,1.3001,4.24,492.9599,124.01,2.9248,0.7508,1.407,5.0345,187.17,0.37702,0.38474,3.749,3.672,3.6398,1276.6809,9222,60.67,48.83,109.8,16015
