COUNTRY;INDICATOR;FREQUENCY;SCALE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Emerging and Developing Europe;Exports of goods and services - US dollar;Annual;Billions;287.1;297.333;328.249;415.326;548.001;674.141;812.166;996.541;1272.894;923.918;1104.89;1376.549;1404.063;1456.105;1449.193;1169.352;1113.072;1301.916;1498.325;1492.097;1311.869;1743.143;1961.431;1855.283;1895.713
Micronesia;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;0.235;0.24;0.241;0.244;0.236;0.242;0.241;0.237;0.231;0.234;0.238;0.247;0.243;0.234;0.228;0.238;0.241;0.246;0.247;0.256;0.251;0.259;0.251;0.252;0.254
Tonga;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;0.349;0.362;0.384;0.392;0.395;0.405;0.409;0.409;0.437;0.417;0.425;0.463;0.483;0.486;0.504;0.515;0.554;0.582;0.599;0.608;0.627;0.658;0.689;0.729;0.762
Tonga;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;0.954;0.979;1.038;1.134;1.196;1.252;1.437;1.461;1.499;1.564;1.665;1.639;1.496;1.612;1.585;1.652;1.685;1.748;1.793;1.847;1.831;1.794;1.71;1.648;1.737
Tuvalu;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;;;3203.288;3185.522;3239.832;3075.909;3272.152;3418.863;3727.452;3487.99;3408.595;3660.764;3485.645;3734.503;3993.782;4567.273;5199.361;5623.968;6097.018;7532.04;7471.827;7958.509;7371.863;7533.967;8679.668
Micronesia;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;4.306;2.094;0.26;1.551;-3.223;2.378;-0.271;-1.728;-2.601;1.069;2.044;3.775;-1.67;-3.661;-2.587;4.509;0.985;2.256;0.494;3.363;-1.976;3.1;-2.906;0.482;0.719
Tonga;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;0.838;0.85;0.888;0.889;0.872;0.868;0.849;0.828;0.867;0.822;0.829;0.885;0.906;0.896;0.914;0.924;0.985;1.017;1.024;1.022;1.04;1.044;1.02;1.041;1.062
Tuvalu;Gross debt - General government - Domestic currency;Annual;Billions;;;;;;0.011;0.012;0.011;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.007;0.006;0.007;0.008;0.009;0.009;0.009;0.005;0.005;0.006
Marshall Islands;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;7.836;7.832;5.12;10.543;-1.598;-22.283;0.235;0.266;3.684;1.512;3.513;2.133;-0.762;-0.231;3.195;2.812;3.876;4.376;2.553;-1.804;2.539;0.181;0.681;1.141;3.611
Emerging and Developing Europe;External debt: total debt service - US dollar;Annual;Billions;143.568;139.808;143.602;150.486;207.544;298.432;363.34;480.071;641.679;567.576;572.967;642.028;676.51;781.022;798.26;645.022;587.827;583.739;654.185;614.096;638.946;691.594;655.759;685.48;729.636
Marshall Islands;Revenue - General government - Domestic currency;Annual;Billions;0.074;0.082;0.08;0.083;0.07;0.087;0.088;0.102;0.1;0.098;0.101;0.1;0.095;0.102;0.097;0.109;0.122;0.145;0.139;0.148;0.17;0.181;0.173;0.18;0.211
Micronesia;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-0.006;-0.013;0.018;0.007;-0.036;-0.013;-0.013;-0.009;-0.003;0.006;0.002;-0.001;0.004;0.01;0.037;0.034;0.025;0.053;0.098;0.078;0.025;0.018;0.073;0.043;0.044
Tonga;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;3353.306;3558.544;3986.042;4424.482;4682.405;5004.439;5756.048;5847.169;6387.505;6341.029;6869.893;7355.289;7039.398;7663.501;7859.292;8403.201;9271.739;10111.01;10692.575;11184.619;11444.076;11780.173;11776.542;12049.293;13316.25
Tuvalu;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;;;1742.203;2076.475;2386.392;2349.511;2465.078;2866.924;3187.958;2760.059;3134.201;3778.686;3610.431;3616.592;3605.169;3437.386;3867.747;4312.308;4561.426;5237.962;5158.717;5983.042;5123.115;5008.786;5729.351
Tuvalu;Population - Persons for countries / Index for country groups;Annual;Millions;;;0.01;0.009;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.011;0.01;0.01;0.01;0.011;0.01;0.01
Marshall Islands;Revenue - General government - Percent of GDP;Annual;Units;64.356;66.65;60.303;63.449;52.931;63.053;61.415;67.515;67.965;64.569;62.734;58.048;52.45;54.774;52.398;59.107;60.628;68.08;63.003;63.707;70.343;69.976;68.41;69.523;75.193
Tuvalu;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;0.026;0.027;0.031;0.03;0.031;0.03;0.032;0.034;0.038;0.036;0.035;0.038;0.038;0.04;0.043;0.049;0.056;0.059;0.064;0.077;0.076;0.082;0.078;0.076;0.086
Emerging and Developing Europe;Portfolio investment - Net (assets minus liabilities) - US dollar;Annual;Billions;8.645;2.943;-4.569;-2.944;-25.801;-21.659;-31.481;-3.983;51.529;-5.999;-48.584;-39.33;-90.468;-33.677;22.554;54.911;-10.792;-34.857;9.854;-2.846;21.476;49.19;32.211;-16.086;-25.935
Tuvalu;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;;;4003.125;3861.739;3740.529;3554.5;3554.848;3751.883;3947.761;3678.41;3541.887;3759.701;3558.401;3703.757;3772.177;4134.439;4342.051;4563.153;4610.483;5383.085;5242.078;5208.369;4458.829;4867.092;5142.221
Micronesia;Expenditure - General government - Domestic currency;Annual;Billions;0.157;0.154;0.143;0.164;0.17;0.149;0.153;0.152;0.156;0.178;0.2;0.203;0.213;0.189;0.173;0.176;0.205;0.234;0.223;0.226;0.226;0.261;0.234;0.237;0.269
Micronesia;Gross debt - General government - Domestic currency;Annual;Billions;0.063;0.057;0.058;0.061;0.061;0.062;0.063;0.066;0.076;0.086;0.086;0.088;0.088;0.088;0.09;0.081;0.08;0.086;0.083;0.078;0.08;0.066;0.063;0.057;0.052
Emerging and Developing Europe;External debt - US dollar;Annual;Billions;428.875;421.294;466.38;567.483;678.138;786.804;989.375;1374.331;1521.334;1585.344;1689.742;1785.582;1953.322;2133.111;1949.915;1761.116;1747.025;1872.186;1768.019;1792.409;1870.585;1926.137;1862.161;1910.574;1995.215
Tonga;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;5.995;6.638;10.706;12.25;10.084;8.651;6.401;5.675;12.195;1.228;2.731;7.084;2.301;0.187;1.497;0.184;0.214;9.792;4.851;1.629;-1.403;4.926;9.897;13.697;6.39
Micronesia;Gross debt - General government - Percent of GDP;Annual;Units;27.144;23.784;24.304;24.93;25.739;25.004;25.404;26.037;29.174;31.124;29.369;28.599;27.291;27.941;28.37;25.969;24.573;23.923;21.041;19.744;21.48;16.956;15.074;12.863;10.924
Marshall Islands;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;0.115;0.123;0.132;0.131;0.133;0.138;0.143;0.15;0.147;0.151;0.161;0.172;0.181;0.186;0.186;0.184;0.202;0.214;0.22;0.233;0.242;0.259;0.253;0.259;0.281
Emerging and Developing Europe;Current account balance (credit less debit) - Percent of GDP;Annual;Units;2.206;2.675;1.5;0.624;0.781;1.501;0.377;-1.871;-1.496;-0.296;-0.851;-0.916;-0.555;-1.189;-0.149;1.107;-0.218;-0.572;1.766;1.369;0.08;1.645;2.638;-0.357;-0.078
Tuvalu;Gross debt - General government - Percent of GDP;Annual;Units;;;;;;37.395;37.481;32.387;19.751;20.558;21.051;19.091;19.268;17.784;16.382;14.365;11.485;12.047;11.82;11.608;12.098;11.301;6.329;6.669;6.957
Marshall Islands;Exports of goods and services - Volume - Free on board (FOB) - Percent change;Annual;Units;23.35;-0.578;14.127;1.749;-6.47;-1.065;-28.217;-0.704;-6.808;15.229;24.105;30.281;12.712;-2.062;0.03;5.007;-1.878;6.05;-2.394;0.94;5.115;19.037;-23.45;3.825;6.721
Tuvalu;Revenue - General government - Percent of GDP;Annual;Units;;;;;70.51;69.338;61.703;69.975;68.613;86.468;70.577;68.408;86.425;106.246;100.05;131.659;147.069;108.542;155.895;112.518;133.223;100.529;100.724;154.115;110.178
Marshall Islands;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;0.115;0.123;0.132;0.131;0.133;0.138;0.143;0.15;0.147;0.151;0.161;0.172;0.181;0.186;0.186;0.184;0.202;0.214;0.22;0.233;0.242;0.259;0.253;0.259;0.281
Micronesia;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-14.708;-17.534;-10.155;-6.052;-18.764;-10.231;-15.739;-10.847;-19.074;-21.404;-17.863;-19.447;-13.703;-10.05;6.168;4.516;7.268;10.449;21.438;16.098;-5.802;2.257;8.918;3.869;1.085
Emerging and Developing Europe;Direct investment - Net (assets minus liabilities) - US dollar;Annual;Billions;-13.986;-15.323;-11.492;-11.961;-31.691;-39.866;-70.894;-87.41;-90.761;-28.921;-24.116;-37.66;-35.772;-14.374;0.278;-22.267;-42.965;-28.044;-26.258;-51.29;-38.646;-40.752;-40.709;-31.442;-34.556
Micronesia;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-2.69;-5.205;7.435;2.823;-15.346;-5.452;-5.269;-3.365;-1.32;2.172;0.747;-0.242;1.225;3.312;11.604;10.848;7.681;14.731;24.938;19.833;6.706;4.685;17.575;9.597;9.321
Micronesia;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;1.839;1.317;-0.159;-0.245;1.745;4.087;4.396;3.639;6.572;8.154;3.618;3.851;6.302;2.138;0.724;0.034;-0.916;0.098;1.04;2.209;0.964;1.772;5.02;6.21;5.439
Emerging and Developing Europe;External debt: total debt service - interest - Percent of GDP;Annual;Units;2.619;2.338;1.863;1.589;1.489;1.385;1.507;1.474;1.574;1.709;1.379;1.337;1.352;1.37;1.377;1.441;1.373;1.049;1.13;1.159;1.13;0.941;0.879;1.055;1.094
Marshall Islands;Expenditure - General government - Percent of GDP;Annual;Units;56.52;58.818;55.183;52.906;54.529;85.336;61.18;67.249;64.281;63.057;59.222;55.915;53.212;55.005;49.203;56.295;56.752;63.704;60.451;65.511;67.804;69.795;67.728;68.382;71.581
Tonga;All Items - Consumer price index (CPI) - Period average;Annual;Units;34.174;36.653;40.313;44.615;49.861;54.838;58.812;61.776;67.717;71.428;72.624;76.996;79.525;80.062;81.892;81.936;81.428;87.291;92.61;96.449;96.681;97.249;103.619;116.627;125.958
Tuvalu;Revenue - General government - Domestic currency;Annual;Billions;;;;;0.022;0.021;0.02;0.024;0.026;0.031;0.025;0.026;0.032;0.043;0.043;0.064;0.082;0.064;0.101;0.087;0.102;0.082;0.079;0.117;0.094
Marshall Islands;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;2246.583;2426.822;2657.16;2625.136;2634.183;2695.09;2780.785;2904.991;2793.934;2892.871;3043.357;3241.393;3437.541;3595.842;3651.958;3680.813;4143.728;4547.783;4850.533;5274.862;5502.426;6103.305;6118.995;6417.177;7308.833
Marshall Islands;All Items - Consumer price index (CPI) - Period average;Annual;Units;;;;100.498;102.523;106.099;111.68;114.614;131.427;132.058;134.395;141.587;147.732;150.466;152.119;148.716;146.475;146.549;147.723;147.561;146.59;149.883;154.043;165.505;174.111
Tonga;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;3516.613;3633.299;3839.784;3901.681;3914.909;3996.044;4005.499;4001.272;4261.574;4054.949;4127.079;4488.443;4704.402;4754.845;4959.196;5086.988;5502.483;5785.47;5963.935;6055.069;6251.43;6566.184;6887.898;7309.826;7665.666
Micronesia;Current account balance (credit less debit) - US dollar;Annual;Billions;-0.034;-0.042;-0.024;-0.015;-0.044;-0.025;-0.039;-0.027;-0.05;-0.059;-0.052;-0.06;-0.044;-0.032;0.02;0.014;0.024;0.038;0.085;0.064;-0.022;0.009;0.037;0.017;0.005
Emerging and Developing Europe;Imports of goods and services - US dollar;Annual;Billions;266.243;272.87;311.383;397.278;516.747;620.708;767.087;1007.356;1268.92;878.572;1073.026;1331.457;1335.952;1400.432;1356.35;1069.216;1056.132;1247.816;1353.975;1350.682;1248.481;1577.413;1763.881;1812.237;1827.028
Tuvalu;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;0.023;0.024;0.026;0.026;0.026;0.026;0.027;0.029;0.032;0.03;0.03;0.033;0.032;0.034;0.035;0.039;0.041;0.044;0.045;0.052;0.051;0.054;0.051;0.055;0.058
Tuvalu;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;;;;;;-13.172;-37.272;-23.593;-18.259;-17.077;-27.883;-11.981;7.581;25.742;-3.91;1.975;22.622;-1.512;28.305;-8.104;8.213;-16.099;-19.993;15.331;-8.09
Marshall Islands;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;0.11;0.12;0.126;0.127;0.129;0.136;0.14;0.149;0.141;0.147;0.157;0.159;0.16;0.169;0.17;0.174;0.18;0.19;0.205;0.23;0.227;0.24;0.255;0.253;0.268
Marshall Islands;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;0.115;0.123;0.132;0.131;0.133;0.138;0.143;0.15;0.147;0.151;0.161;0.172;0.181;0.186;0.186;0.184;0.202;0.214;0.22;0.233;0.242;0.259;0.253;0.259;0.281
Tonga;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;39.679;41.673;44.855;49.967;54.118;58.442;69.129;72.202;75.483;79.238;85.372;85.779;79.785;87.399;87.436;91.984;94.719;100;104.937;109.899;110.381;113.112;115.463;115.437;124.673
Micronesia;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;0.233;0.24;0.24;0.243;0.236;0.247;0.25;0.253;0.261;0.277;0.292;0.308;0.324;0.314;0.316;0.312;0.327;0.361;0.394;0.395;0.373;0.392;0.416;0.444;0.471
Tonga;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;4.932;7.252;9.988;10.669;11.759;9.982;7.246;5.04;9.616;5.481;1.674;6.02;3.285;0.675;2.286;0.054;-0.621;7.201;6.093;4.146;0.24;0.588;6.55;12.554;8.001
Micronesia;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;0.233;0.24;0.24;0.243;0.236;0.247;0.25;0.253;0.261;0.277;0.292;0.308;0.324;0.314;0.316;0.312;0.327;0.361;0.394;0.395;0.373;0.392;0.416;0.444;0.471
Micronesia;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;2175.957;2250.77;2255.933;2288.972;2233.5;2340.705;2376.421;2421.552;2511.4;2678.277;2835.375;2975.425;3117.644;3022.055;3055.618;3036.299;3208.161;3563.883;3960.729;4011.106;3837.824;4080.611;4389.219;4689.882;4986.485
Tonga;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;3.766;1.46;4.495;0.056;-1.885;-0.416;-2.194;-2.5;4.75;-5.199;0.803;6.818;2.377;-1.122;1.991;1.114;6.599;3.202;0.688;-0.208;1.783;0.363;-2.31;2.084;2.073
Emerging and Developing Europe;External debt: total debt service - interest - Percent of exports of goods and services;Annual;Units;8.221;7.262;5.936;4.955;4.541;4.225;4.559;4.673;4.818;5.622;4.428;4.038;4.129;4.266;4.055;4.081;4.002;2.957;2.907;3.043;3.153;2.338;2.191;2.928;3.263
Marshall Islands;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;9.59;9.06;5.549;11.209;-0.97;-21.608;0.876;0.864;4.584;2.105;4.067;2.959;0.03;0.399;3.598;3.212;4.254;4.676;2.843;-1.545;2.813;0.402;0.895;1.319;3.812
Tuvalu;Current account balance (credit less debit) - Percent of GDP;Annual;Units;;53.62;23.308;-61.176;-18.339;-7.985;28.002;-16.171;-25.89;-69.536;-60.773;-84.749;-67.021;2.835;-0.481;-33.651;29.876;1.691;59.271;-16.545;16.227;29.818;-0.271;39.982;7.284
Tuvalu;Expenditure - General government - Percent of GDP;Annual;Units;;;;;74.106;82.116;98.519;88.567;85.838;99.975;93.928;77.21;76.845;80.202;96.79;116.943;119.601;106.447;125.607;113.59;119.534;113.813;115.319;138.774;118.407
Tuvalu;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;;1.531;5.051;2.914;2.369;3.221;4.19;2.285;10.443;-0.283;-1.853;0.5;1.415;2.02;1.124;3.14;3.492;4.087;2.16;3.492;1.57;6.687;12.184;7.172;1.165
Tuvalu;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;;;2743.518;2698.87;2684.451;2630.937;2712.338;2940.233;3153.334;2956.307;2881.181;3121.465;3009.345;3185.584;3300.941;3651.524;3871.326;4141.321;4280.128;5079.859;5013.312;5208.369;4775.959;5406.152;5853.55
Marshall Islands;Population - Persons for countries / Index for country groups;Annual;Millions;0.051;0.051;0.05;0.05;0.05;0.051;0.051;0.052;0.052;0.052;0.053;0.053;0.053;0.052;0.051;0.05;0.049;0.047;0.045;0.044;0.044;0.042;0.041;0.04;0.038
Tuvalu;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;1.108;1.146;1.168;1.18;1.207;1.169;1.206;1.163;1.182;1.18;1.183;1.173;1.158;1.172;1.21;1.251;1.343;1.358;1.424;1.483;1.49;1.528;1.544;1.394;1.483
Micronesia;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;99.081;100.113;99.81;99.453;100;102.085;103.39;106.652;112.973;118.583;122.379;124.711;133.198;133.957;138.592;130.98;135.83;146.464;159.401;154.247;148.724;151.487;165.724;176.015;185.587
Marshall Islands;Gross debt - General government - Percent of GDP;Annual;Units;27.294;32.711;37.165;43.713;46.795;45.753;44.355;42.227;44.06;41.197;38.83;35.918;37.556;33.353;34.943;33.875;29.214;26.532;24.687;25.127;21.669;20.056;19.808;18.216;13.224
Marshall Islands;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;;;;;2.372;6.183;2.572;4.327;16.608;-5.819;5.235;6.323;2.906;0.768;1.289;-3.842;-0.776;1.036;0.676;-1.658;1.541;1.753;5.676;6.133;5.669
Micronesia;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-3.485;-5.463;7.205;2.618;-15.552;-5.631;-5.445;-3.548;-1.553;1.881;0.465;-0.58;0.895;2.894;11.232;10.482;7.37;14.477;24.676;19.539;6.423;4.443;17.43;9.453;9.191
Marshall Islands;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;3016.749;3276.493;3448.653;3373.984;3320.014;3331.505;3318.653;3419.686;3119.607;3245.816;3384.665;3352.638;3346.844;3523.197;3538.713;3680.813;3865.998;4149.977;4534.921;5146.811;5027.829;5270.757;5339.349;5253.65;5696.063
Tuvalu;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;;4.635;0.024;5.787;2.151;3.918;6.12;0.479;12.339;-4.025;-1.751;1.729;1.35;3.124;0.426;4.001;2.57;4.345;2.327;3.703;0.1;9.79;13.649;4.461;4.461
Tonga;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;0.332;0.354;0.398;0.444;0.472;0.507;0.587;0.598;0.655;0.652;0.708;0.759;0.723;0.783;0.799;0.85;0.933;1.017;1.074;1.123;1.148;1.18;1.177;1.201;1.324
Marshall Islands;Expenditure - General government - Domestic currency;Annual;Billions;0.065;0.072;0.073;0.069;0.072;0.118;0.088;0.101;0.094;0.095;0.095;0.096;0.096;0.103;0.092;0.103;0.115;0.136;0.133;0.153;0.164;0.181;0.172;0.177;0.201
Tonga;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;5328.234;5383.809;5602.71;5582.809;5455.056;5398.812;5249.693;5105.822;5335.203;5045.405;5073.492;5406.179;5562.72;5528.276;5667.161;5759.742;6171.543;6374.775;6424.252;6416.507;6536.694;6566.184;6430.532;6580.946;6734.127
Emerging and Developing Europe;Financial account balance (assets less liabilities) - US dollar;Annual;Billions;22.067;9.323;-5.788;-0.206;16.214;16.874;25.022;-76.62;-66.9;-22.218;-35.916;-25.816;-20.779;-56.863;-30.025;68.648;7.568;-26.695;105.179;58.855;9.855;93.989;158.252;-22.491;-26.835
Tuvalu;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;;;;;-3.595;-12.779;-36.815;-18.593;-17.225;-13.506;-23.35;-8.802;9.58;26.044;3.261;14.715;27.467;2.095;30.288;-1.072;13.69;-13.283;-14.596;15.341;-8.229
Emerging and Developing Europe;Current account balance (credit less debit) - US dollar;Annual;Billions;19.675;24.455;15.523;7.986;12.894;30.828;9.244;-58.997;-58.138;-8.969;-30.116;-37.984;-23.761;-53.786;-6.343;36.567;-7.064;-20.908;67.883;53.469;2.933;71.058;128.516;-18.31;-4.414
Tuvalu;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;0.015;0.014;0.017;0.02;0.023;0.023;0.024;0.029;0.032;0.028;0.033;0.04;0.039;0.039;0.039;0.037;0.041;0.045;0.048;0.054;0.053;0.062;0.054;0.051;0.056
Micronesia;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;2181.013;2283.023;2330.864;2420.361;2411.933;2553.719;2638.912;2677.412;2671.893;2731.355;2835.94;2980.627;2978.54;2919.705;2903.108;3080.737;3168.709;3322.945;3470.984;3692.525;3713.477;4053.29;4268.734;4453.366;4602.263
Tuvalu;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;61.085;64.612;66.825;68.888;72.333;72.267;76.87;76.099;78.851;79.188;80.368;81.314;81.804;84.205;88.417;92.254;100;102.925;110.437;116.849;119.033;127.607;138.071;129.27;140.96
Micronesia;Revenue - General government - Domestic currency;Annual;Billions;0.149;0.141;0.16;0.17;0.133;0.135;0.139;0.143;0.152;0.183;0.201;0.201;0.216;0.198;0.209;0.209;0.229;0.287;0.32;0.303;0.25;0.278;0.307;0.279;0.312
Marshall Islands;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-13.268;-4.811;5.939;-0.722;3.543;6.255;-2.907;2.28;1.006;-11.829;-18.107;-0.621;-4.085;-8.997;-0.484;11.415;9.919;-0.907;-2.03;-31.172;14.907;22.695;10.047;16.819;13.965
Marshall Islands;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;74.47;74.068;77.049;77.805;79.343;80.897;83.793;84.949;89.56;89.126;89.916;96.682;102.71;102.062;103.2;100;107.184;109.586;106.96;102.488;109.439;115.796;114.602;122.147;128.314
Marshall Islands;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;2.653;7.144;3.535;-1.612;-0.684;1.789;0.185;3.68;-7.578;3.653;5.559;-0.502;-1.279;3.788;-1.285;1.89;2.523;3.563;5.484;10.469;-2.777;1.197;-1.096;-3.99;3
Albania;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;6.946;8.293;4.537;5.529;5.515;5.526;5.903;5.983;7.5;3.354;3.707;2.545;1.418;1.002;1.774;2.228;3.909;3.283;3.671;2.063;-3.314;8.97;4.827;4.015;4.046
Albania;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-7.772;-6.837;-6.212;-5.006;-5.163;-3.458;-3.263;-3.179;-4.884;-6.586;-3.52;-3.516;-3.441;-5.215;-5.458;-4.318;-1.498;-1.406;-1.597;-1.921;-6.665;-4.571;-3.639;-1.319;-0.725
Kazakhstan;Gross debt - General government - Percent of GDP;Annual;Units;;;17.592;14.962;11.392;8.104;6.677;4.092;6.766;10.227;10.683;10.161;12.125;12.603;14.496;21.882;19.677;19.869;20.259;19.944;26.357;25.1;23.524;22.982;24.377
Georgia;Population - Persons for countries / Index for country groups;Annual;Millions;4.117;4.038;3.991;3.966;3.938;3.917;3.888;3.873;3.848;3.829;3.8;3.774;3.739;3.718;3.717;3.722;3.729;3.726;3.73;3.724;3.717;3.729;3.689;3.736;3.695
Georgia;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;36.624;38.607;40.888;42.223;45.783;49.418;53.592;58.664;64.293;62.919;70.473;76.929;77.151;76.648;80.168;84.478;86.4;92.918;96.158;100;106.847;117.779;127.359;131.115;136.126
Kazakhstan;Structural balance - General government - Domestic currency;Annual;Billions;;;81.678;187.794;272.386;552.533;819.62;599.942;-3.172;48.215;226.173;747.153;795.258;1060.221;557.049;-2165.545;-1707.571;-1931.519;2102.736;282.888;-2854.265;-2548.05;396.294;-2290.58;-3482.058
Albania;Expenditure - General government - Domestic currency;Annual;Billions;169.596;184.163;192.517;201.152;222.439;232.339;254.762;282.987;342.86;373.832;364.29;376.183;376.241;394.117;442.718;441.161;429.073;452.193;475.91;493.241;536.28;596.279;651.015;674.857;728.571
Kazakhstan;Gross capital formation - Percent of GDP;Annual;Units;18.139;26.876;27.288;25.704;26.311;30.97;33.901;35.527;27.506;29.415;25.374;22.998;25.23;24.57;25.79;27.908;27.828;26.352;25.258;27.628;28.807;26.533;24.976;28.122;27.212
Georgia;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;1.865;4.769;5.487;11.228;5.796;9.588;9.42;12.579;2.419;-3.651;6.942;7.949;6.579;5.134;4.091;3.351;3.45;5.161;6.062;5.38;-6.291;10.644;10.96;7.832;9.429
Bulgaria;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;28.125;30.987;34.069;36.638;41.201;47.017;53.608;63.494;72.847;73.181;74.888;81.126;82.643;82.253;84.148;89.571;95.349;102.683;109.782;119.906;121.088;139.602;168.36;185.233;202.861
Georgia;Expenditure - General government - Percent of GDP;Annual;Units;16.917;16.822;15.985;16.083;18.853;21.608;22.657;27.651;31.774;34.835;30.963;27.132;27.734;26.597;27.515;26.992;27.816;27.21;26.722;28.671;34.107;31.189;28.507;29.683;30.258
Georgia;Current account balance (credit less debit) - US dollar;Annual;Billions;-0.176;-0.197;-0.217;-0.382;-0.356;-0.696;-1.191;-1.992;-2.811;-1.141;-1.199;-1.843;-1.883;-0.955;-1.784;-1.767;-1.886;-1.308;-1.192;-1.057;-1.991;-1.943;-1.105;-1.709;-1.491
Georgia;Expenditure - General government - Domestic currency;Annual;Billions;1.051;1.154;1.225;1.416;1.904;2.582;3.212;4.831;6.231;6.441;6.858;7.081;7.737;7.75;8.728;9.325;10.168;11.248;12.125;14.257;16.981;18.939;20.77;24.008;27.804
Albania;Gross debt - General government - Domestic currency;Annual;Billions;319.608;341.522;391.308;408.3;423.962;468.05;494.737;517.043;595.883;682.547;715.517;772.735;828.268;950.316;1004.512;1057.318;1079.687;1114.833;1137.07;1139.796;1248.296;1396.171;1401.586;1370.68;1410.741
Belarus;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;12.533;8.15;8.745;10.8;15.2;-1.2;8.3;5.2;1.5;-11.5;2.8;33;11;-17.4;2.2;2.6;0.3;8.401;5.3;-0.2;0.1;10.3;-6.772;12.614;4.282
Kazakhstan;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;;;83.37;169.964;160.822;424.967;734.92;537.464;247.223;-240.918;396.14;1612.052;1173.265;1590.537;799.064;-2407.035;-2009.872;-2843.564;1104.337;-531.744;-5426.244;-3660.999;850.472;-668.893;-1054.276
