COUNTRY;INDICATOR;FREQUENCY;SCALE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Malaysia;Revenue - General government - Percent of GDP;Annual;Units;19.58;23.863;23.184;23.472;22.531;21.705;22.972;23.318;23.515;25.009;22.285;23.52;25.403;24.302;23.329;22.162;20.255;19.631;20.155;21.567;20.139;18.418;20.083;20.941;19.911
South Korea;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;26486.93;27526.679;29487.427;30236.953;31678.525;32989.137;34537.551;36370.999;37180.339;37292.735;39698.106;40846.875;41667.884;42843.861;43944.247;44989.698;46232.719;47685.807;48987.532;49946.948;49528.867;51880.379;53395.465;54198.713;55243.573
South Korea;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;17432.121;18524.335;20152.219;21072.419;22670.69;24348.952;26277.959;28422.675;29614.869;29887.594;32202.01;33817.494;35139.529;36746.215;38346.444;39623.062;41104.719;43155.911;45511.086;46511.218;47881.49;51880.379;57193.172;60201.551;62885.478
Macao;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;;;-1.583;-1.337;2.789;5.618;4.578;7.128;6.153;0.745;3.926;6.8;5.823;5.734;5.581;3.731;1.443;2.047;2.939;2.563;-0.863;0.994;0.771;1.42;0.228
Malaysia;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;66.816;65.759;67.816;70.054;74.264;78.015;81.121;85.081;93.919;88.292;91.614;96.573;97.538;97.709;100.12;100;101.658;105.5;106.159;106.235;105.366;111.347;118.357;116.169;117.087
South Korea;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;67.689;70.086;72.195;74.769;77.207;78.085;77.958;79.915;82.264;85.145;87.46;88.575;89.719;90.686;91.639;94.598;96.549;98.498;99.056;98.438;100;103.181;105.046;107.187;111.546
Laos;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-3.576;-3.683;-2.85;-3.885;-1.811;-2.542;-1.482;-1.123;-1.858;-3.096;-1.469;-1.429;-2.344;-4.031;-3.132;-5.57;-5.06;-5.509;-4.465;-3.203;-5.367;-0.669;0.059;-0.012;2.339
Laos;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.022;0.022;0.023;0.024;0.024;0.025;0.026;0.026;0.028;0.03;0.031;0.032;0.033;0.035;0.036;0.038;0.039;0.04;0.04;0.04;0.04;0.038;0.037;0.038;0.038
Macao;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;;56799.884;61269.342;67456.735;82475.989;85152.224;91073.492;99476.898;100771.722;103392.583;126978.492;153040.922;160090.231;169862.149;158877.242;122651.83;122178.297;132539.551;138007.619;132055.665;59992.791;74101.781;60491.741;104209.67;112630.833
Laos;Revenue - General government - Percent of GDP;Annual;Units;16.315;15.163;13.77;12.154;11.759;12.789;13.236;13.985;14.196;17.008;20.933;18.76;22.376;20.209;21.855;20.212;16.024;16.294;16.244;15.418;12.99;15.036;14.787;16.423;17.99
Malaysia;Gross capital formation - Percent of GDP;Annual;Units;29.397;26.838;27.24;25.532;25.85;23.122;23.425;23.966;22.265;18.407;23.657;23.456;25.951;26.108;25.158;25.424;25.996;25.547;23.897;21.048;19.658;22.126;23.586;22.802;21.954
Nepal;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;36.703;39.641;40.306;42.723;45.926;49.014;52.226;55.471;59.991;63.097;66.94;70.659;75.336;79.319;85.552;89.779;91.024;100.972;111.087;121.063;122.69;134;151.613;160.34;170.344
Malaysia;Structural balance - General government - Percent;Annual;Units;-6.829;-4.397;-4.21;-5.078;-3.932;-2.972;-2.793;-2.827;-2.888;-5.301;-4.698;-3.478;-3.474;-3.369;-2.575;-2.752;-2.704;-2.525;-3.5;-4.068;-3.927;-5.76;-5.193;-4.298;-4.228
Singapore;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;2.062;-0.589;0.436;0.746;1.311;1.268;0.812;3.838;5.352;-0.528;4.593;5.543;4.324;1.504;-0.063;-0.643;0.165;0.377;0.464;0.765;0.038;3.964;6.471;3.751;1.496
Philippines;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;0.854;1.165;0.618;1.33;2.121;3.424;4.563;3.271;3.272;0.599;0.653;2.094;2.291;2.738;3.475;2.107;1.036;0.876;0.169;0.067;-3.727;-4.429;-3.498;-2.106;-1.198
Palau;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;;64.032;32.607;-51.009;-14.233;56.289;21.748;-27.516;1.487;-34.164;24.82;0.459;9.569;-12.239;-6.561;-16.894;5.001;5.169;-2.861;-20.098;-59.646;-74.55;76.72;-22.124;166.245
Thailand;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-86.907;-90.197;-359.373;122.03;74.736;161.992;154.046;19.457;78.122;-209.144;-113.609;10.706;-101.322;76.722;-91.915;25.359;59.246;-63.528;32.805;71.746;-709.726;-1079.263;-789.735;-352.877;-237.995
Philippines;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;8.595;3.668;2.048;2.372;7.13;5.99;4.239;3.464;7.86;4.453;3.618;4.239;2.871;3.721;1.906;0.77;2.183;2.885;5.296;2.367;3.276;3.078;8.054;3.936;2.901
Singapore;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;96.077;89.794;92.538;97.646;115.034;127.808;148.627;180.942;193.617;194.15;239.808;279.357;295.093;307.576;314.864;307.999;319.646;343.673;377.124;376.162;349.166;436.591;509.018;505.44;547.387
Palau;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;0.163;0.179;0.19;0.19;0.201;0.214;0.221;0.228;0.22;0.207;0.204;0.217;0.226;0.227;0.24;0.263;0.27;0.266;0.27;0.276;0.263;0.242;0.258;0.271;0.311
Thailand;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;2007.735;1893.264;2096.189;2359.116;2660.126;2894.06;3369.545;3973.019;4379.659;4213.01;5076.339;5492.115;5860.583;6168.268;5951.877;5840.05;5993.308;6593.816;7298.941;7812.886;7169.943;7236.434;7072.748;7350.89;7493.2
Singapore;Gross national savings - Percent of GDP;Annual;Units;46.246;42.042;39.951;41.527;42.204;44.767;49.273;50.209;45.243;43.763;50.592;48.91;46.906;45.687;47.38;44.046;44.403;45.88;40.467;39.886;40.306;43.817;40.636;38.932;39.741
Thailand;Structural balance - General government - Domestic currency;Annual;Billions;-46.117;-41.057;-290.157;117.013;62.71;148.357;131.507;-1.383;19.613;-128.652;-135.841;-6.946;-59.646;16.019;-79.76;56.361;87.802;-59.987;0.009;48.011;-587.033;-929.178;-710.541;-301.462;-195.098
Philippines;All Items - Consumer price index (CPI) - Period average;Annual;Units;50.192;52.9;54.358;55.567;58.233;62.1;65.483;67.392;72.925;76.017;78.858;82.6;85.208;87.417;90.558;91.183;92.308;94.942;99.983;102.375;104.825;108.942;115.283;122.175;126.1
Singapore;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;7.754;1.914;3.734;1.184;4.085;5.571;5.269;19.783;9.691;-0.277;19.077;28.346;27.252;23.146;18.634;12.203;14.673;25.188;18.899;19.336;-33.112;6.942;8.469;23.939;32.874
Philippines;Gross debt - General government - Domestic currency;Annual;Billions;2189.054;2393.348;2835.866;3368.185;3784.354;3826.959;3746.088;3611.187;4025.912;4178.874;4472.871;4609.087;5053.713;5285.769;5322.259;5534.157;5655.934;6313.067;6784.999;7216.272;9270.841;11064.949;12641.76;13733.385;14975.902
Philippines;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;48051.397;51194.492;54199.066;57597.497;63721.173;69476.107;75474.329;81437.301;89466.537;91638.499;100917.447;107124.203;114915.21;123229.297;132985.883;138293.752;147589.798;158938.764;172704.151;181916.898;164391.712;176331.904;198560.267;217259.977;233687.359
Thailand;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-0.591;-0.519;-5.383;3.074;2.365;3.391;3.233;1.275;1.912;-1.181;0.032;1.285;0.349;1.715;0.424;1.202;1.265;0.525;1.224;1.443;-3.501;-5.482;-3.289;-0.812;-0.094
Thailand;Revenue - General government - Domestic currency;Annual;Billions;851.29;972.1;1015.162;1249.961;1381.118;1621.588;1700.479;1788.667;1953.2;1842.817;2223.854;2411.738;2518.776;2861.61;2821.75;3052.682;3122.721;3216.935;3453.818;3526.278;3241.025;3203.983;3434.773;3726.28;3940.146
Palau;Imports of goods - Volume - Cost insurance freight (CIF) - Percent change;Annual;Units;;-22.503;-3.115;-11.244;17.59;-2.155;0.801;-8.966;-3.808;-15.384;2.919;12.247;6.963;4.245;15.587;-3.574;4.168;-0.509;-5.024;-0.1;4.742;-18.5;5.463;-3.749;0.884
Philippines;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-2.663;-2.217;-0.334;0.327;1.71;1.853;5.455;5.175;0.08;4.797;3.445;2.409;2.653;4.01;3.616;2.371;-0.376;-0.652;-2.559;-0.809;3.201;-1.508;-4.516;-2.834;-3.956
Singapore;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;164.494;166.396;175.612;187.224;211.369;234.055;263.004;294.499;305.766;308.046;357.061;387.077;411.772;438.956;464.177;482.431;505.266;537.341;586.216;600.787;577.214;723.237;806.501;851.575;911.011
Palau;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;62.881;62.454;60.843;59.074;61.448;66.652;68.334;69.73;74.973;73.903;76.31;77.298;83.407;89.044;92.686;98.514;103.776;102.726;102.533;100;97.725;101.069;106.503;117.413;122.04
Philippines;Revenue - General government - Domestic currency;Annual;Billions;648.382;705.172;733.098;798.261;881.791;1012.822;1194.529;1288.406;1441.036;1396.201;1512.802;1708.188;1934.058;2132.252;2397.421;2500.238;2764.158;3097.022;3548.833;3945.942;3657.538;4069.777;4495.031;4931.354;5596.588
Philippines;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;52.933;55.907;58.272;60.133;63.675;67.439;70.886;73.129;78.379;80.525;84.045;87.338;89.08;90.916;93.692;93.017;94.208;96.394;100;100.697;102.359;104.695;110.442;115.524;118.89
Singapore;Employed persons - Persons for countries / Index for country groups;Annual;Millions;2.123;2.187;2.154;2.129;2.173;2.271;2.427;2.639;2.891;2.957;3.064;3.178;3.304;3.438;3.57;3.636;3.672;3.663;3.692;3.753;3.655;3.602;3.79;3.962;4.021
Singapore;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;23852.834;21699.748;22159.833;23730.379;27608.075;29961.308;33768.446;39432.895;40008.577;38926.813;47236.672;53891.462;55547.546;56967.426;57564.802;55645.607;57005.574;61236.251;66881.623;65952.022;61410.094;80056.109;90299.091;85412.252;90674.044
Thailand;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-28.642;-26.477;-287.747;189.639;159.847;252.812;266.813;112.805;186.486;-111.589;3.376;146.134;41.137;220.778;55.695;163.361;181.48;80.085;197.866;242.553;-555.95;-877.335;-563.525;-145.05;-17.318
Pakistan;Expenditure - General government - Percent of GDP;Annual;Units;13.82;12.949;14.365;12.854;12.125;12.954;14.468;16.121;18.035;17.301;18.317;17.923;19.428;19.506;18.094;17.833;17.712;19.128;19.108;19.054;20.296;18.458;19.955;19.29;19.475
Pakistan;Revenue - General government - Percent of GDP;Annual;Units;10.608;10.494;11.728;12.736;10.834;10.667;11.682;11.887;12.098;12.77;12.901;11.689;11.685;12.025;13.725;13.094;13.789;13.957;13.435;11.265;13.265;12.417;12.116;11.534;12.669
Pakistan;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;13.363;13.856;14.175;14.427;15.087;15.338;15.83;16.897;17.978;20.558;22.294;25.299;27.255;28.919;30.639;31.829;32.586;33.246;34.682;37.671;40.075;43.441;45.598;55.298;66.162
Nepal;Expenditure - General government - Domestic currency;Annual;Billions;53.122;64.983;68.09;67.137;72.239;81.006;83.333;108.793;124.584;191.418;223.868;254.861;294.851;302.054;370.226;428.251;494.549;727.276;967.634;1047.267;1107.923;1185.995;1296.759;1346.09;1263.912
Pakistan;Current account balance (credit less debit) - US dollar;Annual;Billions;-0.215;0.324;2.833;4.07;1.831;-1.474;-4.899;-6.772;-13.788;-9.26;-3.946;0.214;-4.658;-2.496;-3.13;-2.815;-4.961;-12.27;-19.195;-13.434;-4.449;-2.82;-17.481;-3.275;-2.072
Singapore;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;9.038;-1.071;3.923;4.548;9.94;7.366;9.007;9.022;1.863;0.128;14.52;6.215;4.435;4.818;3.936;2.977;3.748;4.477;3.452;1.308;-3.815;9.757;4.108;1.821;4.388
Pakistan;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;5147.095;5655.818;6030.117;6581.623;7611.678;8619.232;9689.071;11165.234;12647.137;14705.698;16507.053;19731.03;22344.639;25042.169;27952.815;30425.88;32725.049;35552.819;39189.81;43798.401;47540.409;55836.225;66657.868;83650.83;105142.731
Philippines;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;83.667;78.921;84.307;87.039;95.002;107.42;127.653;155.98;181.007;176.132;208.369;234.217;261.92;283.903;297.484;306.446;318.627;328.481;346.842;376.823;361.751;394.087;404.353;437.055;461.617
Palau;Revenue - General government - Percent of GDP;Annual;Units;43.159;32.868;35.858;45.049;43.725;41.679;45.675;46.985;42.623;40.191;46.507;44.699;44.217;40.669;43.435;40.556;41.111;39.644;43.97;42.355;45.194;55.089;56.755;50.388;53.941
Palau;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;0.15;0.159;0.163;0.155;0.166;0.186;0.191;0.196;0.199;0.184;0.184;0.195;0.215;0.226;0.245;0.283;0.303;0.29;0.288;0.282;0.259;0.236;0.247;0.276;0.322
Pakistan;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;2841.627;2939.319;2989.883;3129.469;3377.82;3671.884;3903.35;4112.755;4272.998;4240.483;4283.33;4403.03;4516.431;4655.283;4786.186;4893.305;5016.639;5212.16;5387.193;5434.295;5435.73;5774.486;6439.846;6535.815;6735.228
Singapore;Gross capital formation - Percent of GDP;Annual;Units;35.174;27.609;25.074;17.225;22.892;21.507;22.379;23.066;30.16;27.37;27.658;26.692;29.263;29.98;29.43;25.353;26.397;27.277;24.775;24.501;22.805;24.019;22.214;21.244;22.2
Nepal;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;45.611;46.797;48.638;50.132;52.22;55.416;59.495;64.018;67.616;78.373;90.244;100;107.741;115.372;124.643;130.138;139.444;150.964;157.539;164.93;170.236;181.749;196.727;208.037;213.473
Maldives;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;2.646;2.745;2.958;3.443;3.749;3.433;4.374;4.812;5.346;4.94;5.342;5.919;6.172;6.714;7.364;7.727;8.313;9.059;10.361;11.255;6.741;9.834;11.99;13.041;13.804
Nepal;Expenditure - General government - Percent of GDP;Annual;Units;11.432;12.903;12.993;11.957;11.799;12.049;11.169;13.105;13.391;16.981;16.454;16.345;16.768;15.496;16.583;17.67;18.961;23.635;27.999;27.139;28.491;27.248;26.057;25.081;22.139
Pakistan;Primary net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;1.549;1.691;1.43;3.03;1.287;0.151;-0.339;-0.931;-2.066;-0.194;-1.525;-2.696;-3.764;-3.524;-0.263;-0.454;-0.063;-1.379;-1.846;-3.015;-1.52;-1.117;-3.043;-0.916;0.956
Maldives;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;0.801;0.767;0.828;1.052;1.227;1.163;1.575;1.868;2.272;2.345;2.588;2.629;2.885;3.286;3.69;4.118;4.398;4.809;5.398;5.716;3.706;5.24;6.168;6.611;7.052
Palau;Population - Persons for countries / Index for country groups;Annual;Millions;0.019;0.019;0.019;0.02;0.02;0.02;0.02;0.019;0.019;0.018;0.018;0.018;0.017;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018;0.018
Nepal;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;6.537;6.719;6.816;7.218;8.297;9.331;10.316;11.777;14.31;14.663;18.253;21.685;21.703;22.162;22.722;24.361;24.524;28.972;33.112;34.186;33.434;36.927;41.183;41.048;42.914
Philippines;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;31.57;46.884;26.898;62.753;112.942;202.608;298.868;235.452;263.379;50.245;61.353;212.381;253.344;329.895;458.906;293.805;156.733;144.988;30.82;13.007;-669.048;-859.607;-770.465;-511.96;-316.88
Nepal;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;1495.228;1589.04;1591.292;1663.102;1765.259;1862.989;1965.929;2070.692;2222.701;2322.045;2448.246;2572.732;2736.008;2874.914;3091.591;3226.71;3256.051;3604.708;3956.125;4260.674;4235.575;4546.23;5102.179;5399.641;5744.948
Pakistan;Expenditure - General government - Domestic currency;Annual;Billions;711.329;732.345;866.221;845.978;922.946;1116.539;1401.818;1800.003;2280.972;2544.2;3023.523;3536.36;4341.219;4884.793;5057.745;5425.827;5796.265;6800.522;7488.322;8345.238;9649;10306.4;13301.282;16136.583;20476.12
Pakistan;Gross capital formation - Percent of GDP;Annual;Units;16.311;15.997;14.962;15.315;15.651;16.266;18.282;17.536;17.996;17.578;15.962;14.632;15.169;14.982;14.908;15.811;15.936;16.333;17.068;15.5;14.816;14.535;15.561;13.968;13.137
Pakistan;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.767;0.776;0.775;0.786;0.805;0.831;0.835;0.835;0.848;0.862;0.839;0.834;0.834;0.838;0.839;0.843;0.851;0.858;0.852;0.827;0.846;0.818;0.839;0.809;0.803
Palau;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;7818.076;8269.125;8368.74;7889.259;8423.945;9326.276;9766.04;10224.94;10580.881;9969.974;10173.138;10978.351;12320.338;12916.689;13954.214;16036.733;17182.542;16434.026;16341.806;15993.168;14696.881;13394.785;14055.906;15692.226;18276.975
Nepal;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;41506.213;43139.043;42539.094;43598.035;45064.344;46113.203;47205.439;48409.441;50981.079;52933.221;55139.93;56772.273;59271.673;61238.588;64726.684;66934.384;66907.268;72768.483;78124.314;82344.529;78859.849;81249.082;85130.072;86878.694;90195.434
Nepal;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;464.695;503.62;524.065;561.465;612.245;672.315;746.084;830.199;930.384;1127.276;1360.542;1559.222;1758.379;1949.295;2232.525;2423.638;2608.184;3077.145;3455.949;3858.93;3888.704;4352.55;4976.558;5366.996;5709.097
Palau;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-50.632;-32.645;-30.054;-27.593;-34.774;-27.015;-28.184;-21.269;-23.078;-13.719;-12.196;-16.871;-19.389;-18;-22.796;-13.397;-16.097;-22.851;-18.636;-30.43;-43.808;-43.758;-49.164;-48.908;-22.232
Maldives;Expenditure - General government - Percent of GDP;Annual;Units;29.045;29.649;29.576;26.375;24.065;38.784;35.046;34.812;35.569;36.99;33.193;31.26;29.767;26.991;29.084;33.789;37.34;30.357;31.886;32.919;50.352;40.63;41.985;46.672;46.081
Maldives;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;13596.387;13499.956;14089.654;15828.91;16527.685;14459.667;17560.804;18447.618;19798.567;17883.307;18790.353;20064.447;20199.704;21249.622;22529.212;23037.368;24146.184;25422.91;27170.558;28672.344;18919.087;25585.822;28642.626;29546.644;30013.454
Nepal;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;0.596;3.407;3.51;6.09;2.022;6.65;8.273;4.732;10.695;11.087;9.026;9.582;11.475;7.749;8.084;9.019;10.445;2.709;4.576;6.021;4.776;4.187;8.084;7.438;3.569
Maldives;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;31.087;31.905;32.458;36.12;39.722;42.429;46.478;51.463;57.414;64.541;66.668;75.087;80.296;85.713;89.299;95.838;96.048;98.107;101.327;100;96.635;99.368;102.76;105.012;108.455
Nepal;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.073;0.075;0.073;0.074;0.073;0.073;0.071;0.07;0.072;0.076;0.076;0.076;0.077;0.077;0.079;0.079;0.077;0.081;0.084;0.086;0.087;0.085;0.087;0.086;0.086
Maldives;Expenditure - General government - Domestic currency;Annual;Billions;2.74;2.912;3.136;3.552;3.779;5.775;7.066;8.325;10.342;11.104;10.996;12.664;13.2;13.666;16.539;21.441;25.307;22.498;26.522;28.995;28.754;32.806;39.905;47.548;50.077
Maldives;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;3.564;3.578;3.584;3.911;4.189;4.338;4.61;4.969;5.439;6.077;6.202;6.844;7.185;7.541;7.722;8.212;8.152;8.181;8.028;7.825;8.471;8.211;7.927;7.812;7.873
Palau;Expenditure - General government - Domestic currency;Annual;Billions;0.085;0.079;0.079;0.075;0.081;0.075;0.087;0.096;0.088;0.078;0.088;0.085;0.093;0.091;0.098;0.1;0.114;0.101;0.109;0.12;0.151;0.153;0.15;0.137;0.168
Palau;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-13.426;-16.684;-12.699;-3.184;-4.816;1.382;0.143;-2.078;-1.706;-2.136;-1.274;1.287;0.983;0.545;3.593;5.079;3.515;4.756;6.185;-0.36;-13.022;-9.94;-3.99;0.73;1.674
Maldives;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-0.346;-0.352;-0.377;-0.429;-0.287;-1.093;-0.79;-0.678;-2.733;-4.865;-3.894;-2.64;-2.027;-0.86;-0.43;-2.821;-5.582;-1.252;-2.947;-4.382;-12.057;-9.355;-7.172;-9.489;-10.59
Pakistan;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;385.182;408.183;425.401;456.214;504.511;561.945;612.084;660.796;703.464;715.327;740.417;779.909;819.823;865.929;912.343;955.907;1004.281;1069.379;1129.964;1162.667;1186.294;1285.343;1461.845;1512.714;1589.177
Palau;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;7818.076;8269.125;8368.74;7889.259;8423.945;9326.276;9766.04;10224.94;10580.881;9969.974;10173.138;10978.351;12320.338;12916.689;13954.214;16036.733;17182.542;16434.026;16341.806;15993.168;14696.881;13394.785;14055.906;15692.226;18276.975
Nepal;Gross debt - General government - Domestic currency;Annual;Billions;236.008;255.669;271.546;297.433;314.226;303.434;319.837;314.522;341.984;444.851;481.508;505.572;606.901;621.802;615.084;623.613;650.934;768.951;1074.38;1313.197;1684.098;1883.996;2126.485;2520.451;2759.397
Maldives;All Items - Consumer price index (CPI) - Period average;Annual;Units;47.69;48.011;48.456;47.098;50.083;51.315;53.111;56.72;63.55;66.429;70.514;78.463;87.009;90.487;92.702;93.974;94.727;96.879;98.203;99.505;97.919;98.128;100.68;103.303;104.796
Pakistan;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;3.908;3.638;2.623;5.167;7.691;7.997;5.664;5.111;4.445;1.063;2.265;3.204;3.196;3.856;3.556;3.812;4.072;4.609;6.096;3.12;-0.943;5.77;6.18;-0.212;2.51
Maldives;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;-2.696;7.587;-5.037;-1.454;10.062;2.948;3.1;8.885;8.932;5.431;6.927;16.654;5.43;3.064;1.173;1.158;1.825;2.234;0.54;1.716;-2.044;0.16;3.349;1.9;4.288
Nepal;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;18931.21;20187.799;20690.332;21856.45;23532.81;25554.112;28084.766;30990.875;34471.382;41485.096;49760.239;56772.273;63859.982;70652.233;80677.054;87107.202;93297.848;109853.864;123076.48;135810.576;134247.966;147669.169;167473.824;180739.72;192542.806
Nepal;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;12.661;12.704;13.002;13.142;13.331;13.717;14.286;14.966;15.509;17.866;20.325;22.067;23.341;24.575;26.096;26.996;28.654;30.475;31.11;31.875;31.695;32.482;32.824;33.473;33.515
Nepal;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;2322.448;2413.812;2380.242;2439.494;2521.541;2580.229;2641.344;2708.713;2852.607;2961.838;3085.312;3176.649;3316.501;3426.558;3621.732;3745.262;3743.745;4071.704;4371.386;4607.525;4412.542;4546.23;4763.388;4861.23;5046.816
Palau;Current account balance (credit less debit) - US dollar;Annual;Billions;-0.076;-0.052;-0.049;-0.043;-0.058;-0.05;-0.054;-0.042;-0.046;-0.025;-0.022;-0.033;-0.042;-0.041;-0.056;-0.038;-0.049;-0.066;-0.054;-0.086;-0.113;-0.103;-0.122;-0.135;-0.071
Nepal;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;3.393;2.435;2.896;4.743;3.963;4.539;7.963;6.203;6.677;12.624;9.565;9.566;8.305;9.873;9.039;7.834;9.924;4.497;4.13;4.624;6.148;3.579;6.371;7.73;5.423
Maldives;Exports of goods and services - Volume - Free on board (FOB) - Percent change;Annual;Units;-3.172;7.373;5.937;9.64;6.654;-36.634;48.53;114.657;-5.032;-3.587;3.899;7.108;1.508;18.865;17.852;11.826;5.861;0.121;-0.316;6.585;-49.019;83.293;14.572;1.365;10.31
Pakistan;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;5.112;2.533;4.447;1.924;8.447;8.73;7.636;7.021;21.526;10.947;11.776;13.301;11.273;5.851;8.223;3.161;3.196;4.729;5.698;8.02;8.592;9.646;21.33;29.401;12.565
Maldives;Imports of goods and services - Volume - Cost insurance freight (CIF) - Percent change;Annual;Units;-12.313;6.571;-0.13;7.77;18.911;4.517;10.216;46.077;7.314;-15.895;-0.122;17.613;-7.371;14.063;19.036;27.583;22.255;2.194;7.646;2.227;-33.571;13.751;21.1;8.285;7.06
Maldives;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-3.893;-3.966;-3.967;-3.445;-2.257;-7.807;-4.524;-3.158;-9.925;-17.933;-13.58;-8.13;-6.905;-3.487;-2.418;-6.516;-9.928;-3.021;-5.169;-6.543;-23.696;-14.184;-11.158;-13.168;-13.902
Maldives;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;9.433;9.822;10.601;13.467;15.703;14.891;20.163;23.915;29.077;30.02;33.129;40.511;44.345;50.633;56.867;63.455;67.774;74.11;83.177;88.079;57.105;80.744;95.045;101.876;108.672
